Scenario,Dataset,Rep,Parameter,true,estimate
D3,Dataset 3,2,varphi,11.739982067945506,11.840234345289822
D3,Dataset 3,2,alpha,1.0,0.9448195603181776
D3,Dataset 3,2,omega,0.6540858974493046,0.6625885128769492
D1,Dataset 1,2,rho,0.7,0.689310314228603
D1,Dataset 1,2,lambda,3.5109871443647296,3.494076725220059
D1,Dataset 1,2,pi,0.3978497101714138,0.39491998124902156
D1,Dataset 1,2,varphi,9.288455005276552,9.211979737733216
D1,Dataset 1,2,alpha,1.5,1.4033108220416237
D1,Dataset 1,2,omega,0.14394946996377206,0.17918145036999375
D1,Dataset 1,1,rho,0.7,0.7191277833840382
D1,Dataset 1,1,lambda,3.508952018563314,3.4538520308307445
D1,Dataset 1,1,pi,0.39729591596232816,0.3922305023693053
D1,Dataset 1,1,varphi,9.281332064971599,10.092986713763334
D1,Dataset 1,1,alpha,1.5,1.288222286361834
D1,Dataset 1,1,omega,0.14325208945351633,0.1607525342132792
D1,Dataset 1,0,rho,0.7,0.7187667005372109
D1,Dataset 1,0,lambda,3.5080463797037393,3.4546043370707595
D1,Dataset 1,0,pi,0.3973134617821227,0.394643095776452
D1,Dataset 1,0,varphi,9.27816232896309,9.891680615057005
D1,Dataset 1,0,alpha,1.5,1.3307187619033607
D1,Dataset 1,0,omega,0.1452152310429932,0.1587095449163779
D1,Dataset 1,3,rho,0.7,0.6850135592497325
D1,Dataset 1,3,lambda,3.506577555499009,3.5460262374928657
D1,Dataset 1,3,pi,0.39703873448108706,0.3866537037283902
D1,Dataset 1,3,varphi,9.273021444246531,8.806536628777021
D1,Dataset 1,3,alpha,1.5,1.6370650386545746
D1,Dataset 1,3,omega,0.14584140295861633,0.14426246449790386
D1,Dataset 1,4,rho,0.7,0.6821932770093503
D1,Dataset 1,4,lambda,3.504509250692634,3.5747914424264398
D1,Dataset 1,4,pi,0.3963112590456617,0.3746079907195324
D1,Dataset 1,4,varphi,9.26578237742422,8.995337645343882
D1,Dataset 1,4,alpha,1.5,1.732374066744004
D1,Dataset 1,4,omega,0.14415038818669276,0.1552398346182797
D4,Dataset 4,2,rho,0.3,0.2813225247632568
D4,Dataset 4,2,lambda,7.243989240767305,7.292964941340142
D4,Dataset 4,2,pi,0.3947395583816764,0.42463104090511317
D4,Dataset 4,2,varphi,4.504007172821797,4.674110647259719
D4,Dataset 4,2,alpha,1.0,0.8914529227583025
D4,Dataset 4,2,omega,0.3942038443449003,0.39201438551959555
D4,Dataset 4,1,rho,0.3,0.2778861559042347
D4,Dataset 4,1,lambda,7.244470555413461,7.230900057328373
D4,Dataset 4,1,pi,0.39462250391066184,0.3331089099208819
D4,Dataset 4,1,varphi,4.503686296391027,4.364118548334434
D4,Dataset 4,1,alpha,1.0,0.9771854698200381
D4,Dataset 4,1,omega,0.3939288293658469,0.4226700707695207
D4,Dataset 4,3,rho,0.3,0.3021522331405046
D4,Dataset 4,3,lambda,7.251762621123268,7.247070985440194
D4,Dataset 4,3,pi,0.39545754611917433,0.35190340317768914
D4,Dataset 4,3,varphi,4.498824919251154,4.405544582952548
D4,Dataset 4,3,alpha,1.0,1.0726021718399514
D4,Dataset 4,3,omega,0.39470575731455254,0.4098859391369553
D4,Dataset 4,0,rho,0.3,0.3040691031670511
D4,Dataset 4,0,lambda,7.262246851677127,7.1862891801046445
D4,Dataset 4,0,pi,0.3972222063119591,0.3869989515983578
D4,Dataset 4,0,varphi,4.491835432215248,4.439512066280983
D4,Dataset 4,0,alpha,1.0,1.0083498997658922
D4,Dataset 4,0,omega,0.39806001386003004,0.4118056374603577
D4,Dataset 4,4,rho,0.3,0.301430787884195
D4,Dataset 4,4,lambda,7.251126834628495,7.347935043226387
D4,Dataset 4,4,pi,0.39555787844350543,0.40455708370298005
D4,Dataset 4,4,varphi,4.499248776914336,4.646678937375768
D4,Dataset 4,4,alpha,1.0,1.0040685792852453
D4,Dataset 4,4,omega,0.39516484282347036,0.4034729430351425
