Scenario,Dataset,Rep,Count,Observed,Expected,RootogramDiff
D2,Dataset 2,1,55,6.0,2.876541699628426,0.7534526855145502
D2,Dataset 2,1,56,3.0,2.6582289870994105,0.10164319378040787
D2,Dataset 2,1,57,6.0,2.456592891202369,0.8821375516013845
D2,Dataset 2,1,58,0.0,2.2703523351205073,-1.506768839311627
D2,Dataset 2,1,59,3.0,2.0983250921924625,0.28349114632172556
D2,Dataset 2,1,60,6.0,1.939420137031694,1.0568590892961545
D2,Dataset 2,1,>60,22.0,23.876499168892995,-0.19594271749820358
D2,Dataset 2,2,0,16439.0,16440.229705412356,-0.0047954047552138945
D2,Dataset 2,2,1,251.0,255.5685122084676,-0.1435308021513464
D2,Dataset 2,2,2,286.0,266.2780546867533,0.5935060081306354
D2,Dataset 2,2,3,286.0,284.63892477214324,0.0402890237800797
D2,Dataset 2,2,4,254.0,292.7519021776566,-1.1726167685913893
D2,Dataset 2,2,5,291.0,280.2249663528528,0.31880077271272
D2,Dataset 2,2,6,254.0,249.41426082847696,0.14452271083416868
D2,Dataset 2,2,7,240.0,210.42238089953875,0.9859904337651368
D2,Dataset 2,2,8,153.0,173.16842349797952,-0.7900305043046245
D2,Dataset 2,2,9,125.0,143.0239813410614,-0.7789235238095156
D2,Dataset 2,2,10,134.0,120.86039082602981,0.5821846058495126
D2,Dataset 2,2,11,102.0,105.11276546049254,-0.15294674211379444
D2,Dataset 2,2,12,86.0,93.67394413074769,-0.404911564939491
D2,Dataset 2,2,13,85.0,84.85070872516553,0.008100014363996877
D2,Dataset 2,2,14,74.0,77.56873272986024,-0.2049860553678755
D2,Dataset 2,2,15,74.0,71.23897702847333,0.16200672871284816
D2,Dataset 2,2,16,70.0,65.56521131701484,0.26936547085598406
D2,Dataset 2,2,17,66.0,60.4012083773054,0.352216972223518
D2,Dataset 2,2,18,67.0,55.66936235383166,0.724162360561956
D2,Dataset 2,2,19,70.0,51.321400668524525,1.2027046303859494
D2,Dataset 2,2,20,49.0,47.321570180770166,0.12093246284278969
D2,Dataset 2,2,21,36.0,43.64004583271353,-0.6060612949558326
D2,Dataset 2,2,22,38.0,40.25046633626205,-0.17991151959542417
D2,Dataset 2,2,23,39.0,37.12898860010627,0.15164189522288574
D2,Dataset 2,2,24,41.0,34.25386545776698,0.5504440430460944
D2,Dataset 2,2,25,25.0,31.605200031876464,-0.6218502320745314
D2,Dataset 2,2,26,33.0,29.164764287155712,0.34412152685570074
D2,Dataset 2,2,27,21.0,26.915846748399048,-0.6054727578247476
D2,Dataset 2,2,28,17.0,24.843118201203865,-0.8611815050765435
D2,Dataset 2,2,29,16.0,22.932511195236845,-0.7887901598667746
D2,Dataset 2,2,30,22.0,21.17111123062419,0.08920817587069152
D2,Dataset 2,2,31,13.0,19.54705818720771,-0.8156542374258735
D2,Dataset 2,2,32,14.0,18.04945685121889,-0.5068078480160163
D2,Dataset 2,2,33,13.0,16.66829557151157,-0.47713112358587706
D2,Dataset 2,2,34,19.0,15.39437220881777,0.43533268198502517
D2,Dataset 2,2,35,13.0,14.219226647288679,-0.165287709070975
D2,Dataset 2,2,36,10.0,13.135079225668065,-0.4619573247171296
D2,Dataset 2,2,37,13.0,12.13477451988862,0.12205094965826024
D2,Dataset 2,2,38,11.0,11.211729972457126,-0.03176735699788269
D2,Dataset 2,2,39,14.0,10.359888918718688,0.5229792545714234
D2,Dataset 2,2,40,9.0,9.573677607510447,-0.09413600339585049
D2,Dataset 2,2,41,8.0,8.84796585509758,-0.1461259265705248
D2,Dataset 2,2,42,7.0,8.178031007556772,-0.2139743764020885
D2,Dataset 2,2,43,11.0,7.559524918751931,0.5671657674289023
D2,Dataset 2,2,44,3.0,6.988443679347021,-0.911515662060177
D2,Dataset 2,2,45,9.0,6.4610998574463405,0.45813063721867486
D2,Dataset 2,2,46,8.0,5.974097033880814,0.3842305217944526
D2,Dataset 2,2,47,6.0,5.524306435194361,0.09910542629483787
D2,Dataset 2,2,48,5.0,5.108845485388457,-0.02420755556879106
D2,Dataset 2,2,49,5.0,4.725058113613765,0.06234809821134624
D2,Dataset 2,2,50,4.0,4.370496669579966,-0.09057328730182679
D2,Dataset 2,2,51,4.0,4.042905311578538,-0.010697717604149837
D2,Dataset 2,2,52,5.0,3.7402047438917165,0.30210708236987105
D2,Dataset 2,2,53,5.0,3.460478191114939,0.37583191959882023
D2,Dataset 2,2,54,7.0,3.201958506665928,0.8563495935439194
D2,Dataset 2,2,55,4.0,2.963016321602342,0.27865856913791154
D2,Dataset 2,2,56,3.0,2.742149147911167,0.07610722522340163
D2,Dataset 2,2,57,3.0,2.537971357743473,0.13894963132693094
D2,Dataset 2,2,58,3.0,2.349204966730815,0.19933916908927896
D2,Dataset 2,2,59,2.0,2.174671155582507,-0.06046306508884003
D2,Dataset 2,2,60,3.0,2.013282469695591,0.3131489541288335
D2,Dataset 2,2,>60,22.0,25.531427164491852,-0.3624475041578794
D2,Dataset 2,0,0,16463.0,16462.73469082491,0.0010338785719170573
D2,Dataset 2,0,1,264.0,252.38684089500907,0.36138927237458773
D2,Dataset 2,0,2,267.0,282.63630388741666,-0.4716559827232061
D2,Dataset 2,0,3,307.0,308.14603254470035,-0.032673302055091114
D2,Dataset 2,0,4,319.0,308.3498182387515,0.3006787809508573
D2,Dataset 2,0,5,280.0,280.50420685698117,-0.015059285101774122
D2,Dataset 2,0,6,239.0,236.94698038020192,0.06654260891600394
D2,Dataset 2,0,7,195.0,192.60200574686922,0.0861275731600788
D2,Dataset 2,0,8,142.0,156.40313959898918,-0.589748795970495
D2,Dataset 2,0,9,126.0,130.3437060757615,-0.19184464979479898
D2,Dataset 2,0,10,112.0,112.49833530804052,-0.023517998918004324
D2,Dataset 2,0,11,112.0,100.02279239225672,0.5818656895747711
D2,Dataset 2,0,12,84.0,90.65584660681564,-0.3561849977397742
D2,Dataset 2,0,13,87.0,83.01598487846174,0.21606823200155922
D2,Dataset 2,0,14,70.0,76.38540883423845,-0.3732743810279473
D2,Dataset 2,0,15,78.0,70.42628946328537,0.4397236009622212
D2,Dataset 2,0,16,56.0,64.98370727907613,-0.5779324797669618
D2,Dataset 2,0,17,49.0,59.98065340160575,-0.7447177741739406
D2,Dataset 2,0,18,60.0,55.37083508331287,0.3048085108336318
D2,Dataset 2,0,19,52.0,51.11997884240376,0.061278857828702904
D2,Dataset 2,0,20,43.0,47.19910031789803,-0.31272161341662663
D2,Dataset 2,0,21,34.0,43.58222024549812,-0.7707312424688588
D2,Dataset 2,0,22,37.0,40.24557677530073,-0.2611776314073371
D2,Dataset 2,0,23,56.0,37.167303634468155,1.3868154801444827
D2,Dataset 2,0,24,35.0,34.327247185624906,0.05713387230432154
D2,Dataset 2,0,25,29.0,31.706826850147813,-0.2457167268837548
D2,Dataset 2,0,26,38.0,29.28891280824359,0.7524907950655608
D2,Dataset 2,0,27,27.0,27.057714096091964,-0.005550576897628723
D2,Dataset 2,0,28,24.0,24.998675145872156,-0.100888027265575
D2,Dataset 2,0,29,23.0,23.098379986408347,-0.010245877895916244
D2,Dataset 2,0,30,23.0,21.34446358158261,0.17582464219418448
D2,Dataset 2,0,31,25.0,19.725529841128072,0.5586567526109771
D2,Dataset 2,0,32,20.0,18.231075858320608,0.20234956007060045
D2,Dataset 2,0,33,22.0,16.85142194568009,0.5853674110606422
D2,Dataset 2,0,34,17.0,15.577647058529003,0.1762528213533563
D2,Dataset 2,0,35,12.0,14.401529216981656,-0.330833063744302
D2,Dataset 2,0,36,10.0,13.315490558910167,-0.48676201609031633
D2,Dataset 2,0,37,12.0,12.312546678693884,-0.04482224819896441
D2,Dataset 2,0,38,16.0,11.38625992874463,0.6256467391891776
D2,Dataset 2,0,39,5.0,10.530696382407493,-1.0090354696043997
D2,Dataset 2,0,40,12.0,9.740386177654813,0.34314243923448506
D2,Dataset 2,0,41,7.0,9.010286980904441,-0.3559626961160469
D2,Dataset 2,0,42,10.0,8.335750329119989,0.2751077086206726
D2,Dataset 2,0,43,5.0,7.712490626158622,-0.5410691502198017
D2,Dataset 2,0,44,10.0,7.136556586010819,0.49084422734419286
D2,Dataset 2,0,45,8.0,6.604304931194952,0.2585428994949921
D2,Dataset 2,0,46,13.0,6.112376169166107,1.1332292557493027
D2,Dataset 2,0,47,3.0,5.657672283141047,-0.6465353866105659
D2,Dataset 2,0,48,5.0,5.237336186385136,-0.05245473079592111
D2,Dataset 2,0,49,4.0,4.848732800679752,-0.20198383297420053
D2,Dataset 2,0,50,6.0,4.489431630554738,0.33066185204860066
D2,Dataset 2,0,51,5.0,4.1571907149011444,0.19714897104044926
D2,Dataset 2,0,52,2.0,3.849941846861789,-0.5479133058140231
D2,Dataset 2,0,53,1.0,3.565776961477752,-0.8883264975839724
D2,Dataset 2,0,54,4.0,3.302935598503084,0.18260197025993108
D2,Dataset 2,0,55,0.0,3.059793355092939,-1.749226501941055
D2,Dataset 2,0,56,4.0,2.834851249840278,0.316298348922744
D2,Dataset 2,0,57,1.0,2.6267259258424325,-0.620717719358443
D2,Dataset 2,0,58,3.0,2.4341406262217267,0.17187753955608165
D2,Dataset 2,0,59,3.0,2.2559168808117547,0.23007980891019653
D2,Dataset 2,0,60,2.0,2.0909668475859307,-0.031804019672825534
D2,Dataset 2,0,>60,22.0,27.074260056274497,-0.5128774335565565
D3,Dataset 3,0,0,13040.0,13035.096486817592,0.021472340686841562
D3,Dataset 3,0,1,531.0,549.9577093498859,-0.4077398984884688
D3,Dataset 3,0,2,663.0,664.6822353787902,-0.03264560935462768
D3,Dataset 3,0,3,768.0,749.6818907804909,0.3324935149940984
D3,Dataset 3,0,4,795.0,772.7591951878657,0.3971977216929261
D3,Dataset 3,0,5,735.0,725.7256672066019,0.1715874562852555
D3,Dataset 3,0,6,566.0,625.9748276972125,-1.228734450814283
D3,Dataset 3,0,7,521.0,503.4959298016834,0.3867094444135013
D3,Dataset 3,0,8,410.0,385.7105589341782,0.6089414894839038
D3,Dataset 3,0,9,275.0,288.9061300630407,-0.41411494349774713
D3,Dataset 3,0,10,209.0,217.69057653728237,-0.29750864396286936
D3,Dataset 3,0,11,164.0,169.04183147455606,-0.19536032845383922
D3,Dataset 3,0,12,157.0,136.97504065317395,0.8263304344429798
D3,Dataset 3,0,13,114.0,115.67416996802675,-0.07811444582523386
D3,Dataset 3,0,14,99.0,100.80177169714467,-0.09013417958477454
D3,Dataset 3,0,15,91.0,89.60751283266268,0.07326752562279992
D3,Dataset 3,0,16,80.0,80.53709941564715,-0.029974543918136476
D3,Dataset 3,0,17,62.0,72.78068244439615,-0.6571516277438647
D3,Dataset 3,0,18,67.0,65.93423492129955,0.06536293682342276
D3,Dataset 3,0,19,64.0,59.793850274018844,0.2673516649197838
D3,Dataset 3,0,20,41.0,54.24727501406988,-0.9621507074738167
D3,Dataset 3,0,21,46.0,49.222571746553456,-0.23354998638343627
D3,Dataset 3,0,22,49.0,44.665831530556964,0.3167499275758834
D3,Dataset 3,0,23,43.0,40.53211590228796,0.19095473006455954
D3,Dataset 3,0,24,32.0,36.78190496979707,-0.40795448366623965
D3,Dataset 3,0,25,47.0,33.379670798849425,1.0781403599296784
D3,Dataset 3,0,26,24.0,30.29322356882526,-0.6049485271192445
D3,Dataset 3,0,27,26.0,27.493329739247113,-0.14438870427916672
D3,Dataset 3,0,28,24.0,24.953429017021683,-0.09636124525688672
D3,Dataset 3,0,29,21.0,22.649393579536262,-0.1765622080194733
D3,Dataset 3,0,30,24.0,20.559311765604484,0.36474175849419854
D3,Dataset 3,0,31,21.0,18.663290491921817,0.26247262999062837
D3,Dataset 3,0,32,19.0,16.943274148563003,0.24267808593803508
D3,Dataset 3,0,33,12.0,15.382878667516257,-0.45799969251816286
D3,Dataset 3,0,34,17.0,13.967239693420925,0.3858285829807455
D3,Dataset 3,0,35,10.0,12.682873849408908,-0.3990246085823239
D3,Dataset 3,0,36,13.0,11.51755212492208,0.2117993509824605
D3,Dataset 3,0,37,14.0,10.460184448982412,0.5074365456775247
D3,Dataset 3,0,38,11.0,9.50071455613187,0.23430187473934305
D3,Dataset 3,0,39,13.0,8.630024301450224,0.6678609749982942
D3,Dataset 3,0,40,12.0,7.839846633215872,0.6641290021974293
D3,Dataset 3,0,41,7.0,7.122686485072453,-0.023084855707819596
D3,Dataset 3,0,42,3.0,6.471748902406864,-0.8119124198396608
D3,Dataset 3,0,43,9.0,5.880873769151203,0.5749487079339533
D3,Dataset 3,0,44,3.0,5.344476550663075,-0.5797615876446867
D3,Dataset 3,0,45,4.0,4.857494515306916,-0.20397243977934432
D3,Dataset 3,0,46,4.0,4.415337941638377,-0.10127055412633057
D3,Dataset 3,0,47,2.0,4.013845859525621,-0.5892449122466361
D3,Dataset 3,0,48,2.0,3.6492459121558243,-0.49608639107814856
D3,Dataset 3,0,49,3.0,3.3181179616642678,-0.0895193836848851
D3,Dataset 3,0,50,3.0,3.017361094226727,-0.0050044863773826
D3,Dataset 3,0,51,2.0,2.7441637109393477,-0.242338190799545
D3,Dataset 3,0,52,2.0,2.495976418856198,-0.16565238727459497
D3,Dataset 3,0,53,5.0,2.2704874622693945,0.7292542988157282
D3,Dataset 3,0,54,6.0,2.065600457880782,1.0122700456314926
D3,Dataset 3,0,55,0.0,1.879414219051018,-1.3709172911051264
D3,Dataset 3,0,56,2.0,1.710204473995454,0.10646569906172498
D3,Dataset 3,0,57,2.0,1.5564073007398125,0.1666530224633831
D3,Dataset 3,0,58,0.0,1.4166041180122604,-1.1902117954432565
D3,Dataset 3,0,59,0.0,1.2895080861471746,-1.1355650955128793
D3,Dataset 3,0,60,1.0,1.1739517856281019,-0.08349055631699054
D3,Dataset 3,0,>60,10.0,12.11315499123827,-0.3181181493967151
D3,Dataset 3,1,0,13059.0,13057.818905909413,0.0051678435806508105
D3,Dataset 3,1,1,573.0,584.0005608691531,-0.22868514448005683
D3,Dataset 3,1,2,686.0,674.7260369764078,0.21611254982119377
D3,Dataset 3,1,3,745.0,743.4775363243073,0.02790363974237664
D3,Dataset 3,1,4,763.0,758.0678391265983,0.08942285153981899
D3,Dataset 3,1,5,700.0,709.9784895383876,-0.18790843862570128
D3,Dataset 3,1,6,627.0,614.1406944367711,0.25810584429886063
D3,Dataset 3,1,7,468.0,497.23345873803146,-0.6654245698791144
D3,Dataset 3,1,8,388.0,384.1761281493654,0.09730417552862747
D3,Dataset 3,1,9,331.0,290.2284183897483,1.1573137579772812
D3,Dataset 3,1,10,215.0,220.12624282307857,-0.17377370994384655
D3,Dataset 3,1,11,166.0,171.4668706661967,-0.2104371820498283
D3,Dataset 3,1,12,132.0,138.87433252928886,-0.2953701364825996
D3,Dataset 3,1,13,108.0,116.92867584530174,-0.421051518144802
D3,Dataset 3,1,14,76.0,101.47915652821638,-1.355888455475501
D3,Dataset 3,1,15,103.0,89.82996180550815,0.671024621232533
D3,Dataset 3,1,16,73.0,80.4208682722828,-0.42376455411364944
D3,Dataset 3,1,17,77.0,72.41830434641867,0.2650698906067088
D3,Dataset 3,1,18,65.0,65.39500588719085,-0.024460120354396153
D3,Dataset 3,1,19,64.0,59.12924645502168,0.31044562701962075
D3,Dataset 3,1,20,60.0,53.4960839412699,0.4318649744135117
D3,Dataset 3,1,21,58.0,48.414547567266524,0.6577167991596777
D3,Dataset 3,1,22,53.0,43.82408367121843,0.6601337812255625
D3,Dataset 3,1,23,30.0,39.67467772987446,-0.8215582543771962
D3,Dataset 3,1,24,33.0,35.922819304376446,-0.24900217786959988
D3,Dataset 3,1,25,28.0,32.529789656852785,-0.4119866306749991
D3,Dataset 3,1,26,32.0,29.460827009713142,0.22907136789946048
D3,Dataset 3,1,27,28.0,26.68461933134555,0.1257868603643555
D3,Dataset 3,1,28,18.0,24.172927551259853,-0.673956464494812
D3,Dataset 3,1,29,17.0,21.900271255961034,-0.55666693893727
D3,Dataset 3,1,30,22.0,19.843653242494447,0.23579419985961536
D3,Dataset 3,1,31,17.0,17.98231378218052,-0.11745020848952858
D3,Dataset 3,1,32,19.0,16.297510069319298,0.3218814715300189
D3,Dataset 3,1,33,25.0,14.772317869378778,1.1565226852004478
D3,Dataset 3,1,34,14.0,13.391452991591873,0.0822239618306928
D3,Dataset 3,1,35,13.0,12.141110540158376,0.12114163534439282
D3,Dataset 3,1,36,8.0,11.00882013357441,-0.4895270843372339
D3,Dataset 3,1,37,6.0,9.983315475944998,-0.7101487612145498
D3,Dataset 3,1,38,18.0,9.054416833368716,1.2335848828230738
D3,Dataset 3,1,39,6.0,8.212925118370062,-0.4163304048133285
D3,Dataset 3,1,40,5.0,7.450526418787731,-0.49349726604866406
D3,Dataset 3,1,41,6.0,6.759705926711093,-0.15045370404621305
D3,Dataset 3,1,42,9.0,6.1336703295263195,0.5233752142227277
D3,Dataset 3,1,43,5.0,5.566277820434502,-0.12322806590690849
D3,Dataset 3,1,44,6.0,5.051974971137763,0.2018298550026083
D3,Dataset 3,1,45,4.0,4.585739785842304,-0.1414340489126218
D3,Dataset 3,1,46,6.0,4.163030324305549,0.4091392032175989
D3,Dataset 3,1,47,5.0,3.7797383431452083,0.2919130600240223
D3,Dataset 3,1,48,1.0,3.4321474598530948,-0.8526055866948838
D3,Dataset 3,1,49,3.0,3.1168953935079706,-0.033422328309426375
D3,Dataset 3,1,50,1.0,2.8309398807260666,-0.682539711485606
D3,Dataset 3,1,51,1.0,2.5715279053867937,-0.6035984239786449
D3,Dataset 3,1,52,2.0,2.336167916636543,-0.11423922284355759
D3,Dataset 3,1,53,5.0,2.1226047420079057,0.7791518021458659
D3,Dataset 3,1,54,0.0,1.9287969315666618,-1.3888113376433322
D3,Dataset 3,1,55,1.0,1.7528962951545681,-0.3239698996406859
D3,Dataset 3,1,56,0.0,1.5932294183294684,-1.2622319193909923
D3,Dataset 3,1,57,1.0,1.4482809637801235,-0.20344545525757973
D3,Dataset 3,1,58,0.0,1.3166785840552777,-1.1474661581307215
D3,Dataset 3,1,59,2.0,1.197179288604182,0.3200566775507301
D3,Dataset 3,1,60,2.0,1.0886571235772229,0.3708262308527135
D3,Dataset 3,1,>60,11.0,11.08811748471706,-0.013257712784472186
D3,Dataset 3,2,0,12966.0,12966.026821340922,-0.00011777341211427483
D3,Dataset 3,2,1,594.0,561.4374918864639,0.6774429881423636
D3,Dataset 3,2,2,646.0,684.3251648270376,-0.7430793622835346
D3,Dataset 3,2,3,773.0,774.0359450284202,-0.018623938754242175
D3,Dataset 3,2,4,794.0,794.8820653847947,-0.015647320084696048
D3,Dataset 3,2,5,767.0,740.0691091093142,0.4905536097453904
D3,Dataset 3,2,6,609.0,631.2580632803457,-0.4469241590600497
D3,Dataset 3,2,7,497.0,502.09225609438926,-0.11391839372126
D3,Dataset 3,2,8,351.0,381.2701788217828,-0.7911469144106462
D3,Dataset 3,2,9,316.0,284.35764839899315,0.9134813629348102
D3,Dataset 3,2,10,233.0,214.50228950920413,0.6184408442500438
D3,Dataset 3,2,11,139.0,167.46450045809354,-1.1509814433653602
D3,Dataset 3,2,12,123.0,136.62641625848659,-0.5981938035295791
D3,Dataset 3,2,13,121.0,116.02255889153635,0.22862316639435676
D3,Dataset 3,2,14,108.0,101.41475134818718,0.3218157138870712
D3,Dataset 3,2,15,107.0,90.21588497852653,0.8458761299465891
D3,Dataset 3,2,16,69.0,81.00812178537855,-0.6938273360707043
D3,Dataset 3,2,17,81.0,73.06859313177259,0.45198308776985385
D3,Dataset 3,2,18,78.0,66.03906566623726,0.7053184918175077
D3,Dataset 3,2,19,63.0,59.73547604542291,0.20838104994469475
D3,Dataset 3,2,20,65.0,54.051721268618586,0.7102701756336858
D3,Dataset 3,2,21,46.0,48.91579541046917,-0.21165281714448714
D3,Dataset 3,2,22,38.0,44.27134761630827,-0.48925773647746773
D3,Dataset 3,2,23,33.0,40.0703585169785,-0.5855525591259649
D3,Dataset 3,2,24,40.0,36.27027784013632,0.302074283410505
D3,Dataset 3,2,25,39.0,32.832829518472145,0.5150041486222801
D3,Dataset 3,2,26,32.0,29.72340918139529,0.20493631344498553
D3,Dataset 3,2,27,28.0,26.910690175530352,0.10395115968272695
D3,Dataset 3,2,28,23.0,24.366309677686115,-0.14039270960925343
D3,Dataset 3,2,29,23.0,22.064594025814365,0.09853506409127011
D3,Dataset 3,2,30,12.0,19.982310406393825,-1.0060561456570278
D3,Dataset 3,2,31,16.0,18.098440416171098,-0.25422618300568267
D3,Dataset 3,2,32,11.0,16.393973355747065,-0.7323224006742715
D3,Dataset 3,2,33,15.0,14.851717724691667,0.01919070457610239
D3,Dataset 3,2,34,12.0,13.456129550857943,-0.20415812905402575
D3,Dataset 3,2,35,8.0,12.193156252227123,-0.6634428974950617
D3,Dataset 3,2,36,16.0,11.050094785058167,0.6758317152920541
D3,Dataset 3,2,37,8.0,10.015462894075968,-0.3362944892470483
D3,Dataset 3,2,38,9.0,9.078882349088097,-0.013118376215593752
D3,Dataset 3,2,39,9.0,8.230973124903809,0.1310327424482849
D3,Dataset 3,2,40,5.0,7.463257555025523,-0.4958283519800686
D3,Dataset 3,2,41,3.0,6.768073562378306,-0.8695013372820206
D3,Dataset 3,2,42,3.0,6.138496140876722,-0.7455480584457006
D3,Dataset 3,2,43,11.0,5.568266329071677,0.9569073646724693
D3,Dataset 3,2,44,5.0,5.051726980881071,-0.011536743282107409
D3,Dataset 3,2,45,5.0,4.583764698221764,0.09509513829286398
D3,Dataset 3,2,46,11.0,4.1597573461005695,1.277076471216927
D3,Dataset 3,2,47,1.0,3.775526622378945,-0.9430714403693305
D3,Dataset 3,2,48,3.0,3.42729520214257,-0.11924473937725266
D3,Dataset 3,2,49,4.0,3.1116480204770163,0.23601359969045776
D3,Dataset 3,2,50,4.0,2.825497297721173,0.31907843796292124
D3,Dataset 3,2,51,3.0,2.5660509481046594,0.13016100233736272
D3,Dataset 3,2,52,1.0,2.3307840463324148,-0.5266905535610074
D3,Dataset 3,2,53,0.0,2.1174130573573993,-1.4551333469333314
D3,Dataset 3,2,54,6.0,1.9238725625209436,1.0624524100048047
D3,Dataset 3,2,55,1.0,1.7482942406340105,-0.3222307819113919
D3,Dataset 3,2,56,4.0,1.5889878856529296,0.739449372038977
D3,Dataset 3,2,57,0.0,1.4444242635314097,-1.2018420293580225
D3,Dataset 3,2,58,0.0,1.3132196298216405,-1.1459579529030026
D3,Dataset 3,2,59,3.0,1.1941217467947542,0.6392920296152274
D3,Dataset 3,2,60,0.0,1.085997254428958,-1.0421119202988507
D3,Dataset 3,2,>60,9.0,11.132648273610142,-0.3365623437319649
D1,Dataset 1,2,0,7795.0,7783.009655720996,0.06792985744023383
D1,Dataset 1,2,1,1691.0,1716.210313340404,-0.30539839267621716
D1,Dataset 1,2,2,2162.0,2106.124844966558,0.60477591961088
D1,Dataset 1,2,3,1992.0,2032.5424845083508,-0.45190028244113734
D1,Dataset 1,2,4,1627.0,1632.1842307983507,-0.06421182480778498
D1,Dataset 1,2,5,1142.0,1154.0395265405382,-0.17766677665221664
D1,Dataset 1,2,6,759.0,755.1854769911175,0.06931640768269887
D1,Dataset 1,2,7,501.0,480.9365084518698,0.452764616611244
D1,Dataset 1,2,8,305.0,314.3082441350832,-0.2644914280479149
D1,Dataset 1,2,9,225.0,220.51524607013775,0.15024424207125975
D1,Dataset 1,2,10,166.0,169.1202415927558,-0.1205251276105237
D1,Dataset 1,2,11,139.0,139.9483640220597,-0.04015122409026972
D1,Dataset 1,2,12,129.0,121.6708319993701,0.3273664741629059
D1,Dataset 1,2,13,118.0,108.63992152629127,0.43973287899526703
D1,Dataset 1,2,14,89.0,98.27524724569807,-0.4794061420136515
D1,Dataset 1,2,15,91.0,89.45701130438098,0.08122034600964234
D1,Dataset 1,2,16,77.0,81.69701622760073,-0.2636757884086993
D1,Dataset 1,2,17,90.0,74.76222988462015,0.8403175040475759
D1,Dataset 1,2,18,61.0,68.52007416515795,-0.46743563854919046
