Scenario,Dataset,Rep,Parameter,true,estimate
D4,Dataset 4,7,beta_nb[1],-1.0,-1.0879245320986193
D4,Dataset 4,7,gamma_nb[0],-3.7,-2.9140751504832543
D4,Dataset 4,7,gamma_nb[1],2.0,1.7443511452032003
D4,Dataset 4,9,beta_z[0],5.0,4.828656778363146
D4,Dataset 4,9,beta_z[1],1.5,1.6642073468656358
D4,Dataset 4,9,gamma_z[0],-2.0,-1.4425309936999244
D4,Dataset 4,9,gamma_z[1],1.0,0.857556629240121
D4,Dataset 4,9,beta_nb[0],6.0,6.386616633215477
D4,Dataset 4,9,beta_nb[1],-1.0,-1.2031641004885034
D4,Dataset 4,9,gamma_nb[0],-3.7,-3.9595116523453626
D4,Dataset 4,9,gamma_nb[1],2.0,2.0860689565447537
D4,Dataset 4,10,beta_z[0],5.0,5.196418617537971
D4,Dataset 4,10,beta_z[1],1.5,1.3539023580905447
D4,Dataset 4,10,gamma_z[0],-2.0,-2.790120303829004
D4,Dataset 4,10,gamma_z[1],1.0,1.3536569443691036
D4,Dataset 4,10,beta_nb[0],6.0,5.742392346136805
D4,Dataset 4,10,beta_nb[1],-1.0,-0.853043704049964
D4,Dataset 4,10,gamma_nb[0],-3.7,-3.5776597676540804
D4,Dataset 4,10,gamma_nb[1],2.0,1.9278953875470726
D4,Dataset 4,13,beta_z[0],5.0,5.101314267654712
D4,Dataset 4,13,beta_z[1],1.5,1.4989735317795483
D4,Dataset 4,13,gamma_z[0],-2.0,-2.1605076291124585
D4,Dataset 4,13,gamma_z[1],1.0,1.0763226913268458
D4,Dataset 4,13,beta_nb[0],6.0,6.02624588745607
D4,Dataset 4,13,beta_nb[1],-1.0,-1.0517300341390738
D4,Dataset 4,13,gamma_nb[0],-3.7,-3.5724072161371385
D4,Dataset 4,13,gamma_nb[1],2.0,1.9194419546583437
D4,Dataset 4,8,beta_z[0],5.0,5.14871838307269
D4,Dataset 4,8,beta_z[1],1.5,1.468118321111528
D4,Dataset 4,8,gamma_z[0],-2.0,-1.8441941602803311
D4,Dataset 4,8,gamma_z[1],1.0,0.99209028260726
D4,Dataset 4,8,beta_nb[0],6.0,6.005939968509523
D4,Dataset 4,8,beta_nb[1],-1.0,-1.0005635670320518
D4,Dataset 4,8,gamma_nb[0],-3.7,-3.6912765185978973
D4,Dataset 4,8,gamma_nb[1],2.0,1.9517397890858732
D4,Dataset 4,6,beta_z[0],5.0,5.104652085291005
D4,Dataset 4,6,beta_z[1],1.5,1.3495186935583157
D4,Dataset 4,6,gamma_z[0],-2.0,-1.97609039632695
D4,Dataset 4,6,gamma_z[1],1.0,1.046598034505766
D4,Dataset 4,6,beta_nb[0],6.0,5.950544141316409
D4,Dataset 4,6,beta_nb[1],-1.0,-0.9726489649820882
D4,Dataset 4,6,gamma_nb[0],-3.7,-4.042689652817742
D4,Dataset 4,6,gamma_nb[1],2.0,2.102820830650673
D4,Dataset 4,3,beta_z[0],5.0,5.054319594622412
D4,Dataset 4,3,beta_z[1],1.5,1.4606899747656024
D4,Dataset 4,3,gamma_z[0],-2.0,-2.4584479804441606
D4,Dataset 4,3,gamma_z[1],1.0,1.140490068306801
D4,Dataset 4,3,beta_nb[0],6.0,5.902789862487919
D4,Dataset 4,3,beta_nb[1],-1.0,-0.9973821832883564
D4,Dataset 4,3,gamma_nb[0],-3.7,-3.441658557234027
D4,Dataset 4,3,gamma_nb[1],2.0,1.9083564211227133
D4,Dataset 4,12,beta_z[0],5.0,4.954103964765542
D4,Dataset 4,12,beta_z[1],1.5,1.4862479109313154
D4,Dataset 4,12,gamma_z[0],-2.0,-2.1422226472342043
D4,Dataset 4,12,gamma_z[1],1.0,1.0789828859131592
D4,Dataset 4,12,beta_nb[0],6.0,5.883654193012212
D4,Dataset 4,12,beta_nb[1],-1.0,-0.9733975058683456
D4,Dataset 4,12,gamma_nb[0],-3.7,-3.8191373385280976
D4,Dataset 4,12,gamma_nb[1],2.0,2.0602916312583437
D4,Dataset 4,15,beta_z[0],5.0,5.164120645551325
D4,Dataset 4,15,beta_z[1],1.5,1.3341940766594644
D4,Dataset 4,15,gamma_z[0],-2.0,-1.7194976013894794
D4,Dataset 4,15,gamma_z[1],1.0,0.8847759341444408
D4,Dataset 4,15,beta_nb[0],6.0,6.068293012073475
D4,Dataset 4,15,beta_nb[1],-1.0,-1.0184182960303245
D4,Dataset 4,15,gamma_nb[0],-3.7,-3.7248672186143787
D4,Dataset 4,15,gamma_nb[1],2.0,2.0174802308519304
D4,Dataset 4,16,beta_z[0],5.0,4.843049324001707
D4,Dataset 4,16,beta_z[1],1.5,1.5137118257856472
D4,Dataset 4,16,gamma_z[0],-2.0,-1.9709043479478772
D4,Dataset 4,16,gamma_z[1],1.0,1.0626079472832979
D4,Dataset 4,16,beta_nb[0],6.0,6.124712928021183
D4,Dataset 4,16,beta_nb[1],-1.0,-1.1503675420727706
D4,Dataset 4,16,gamma_nb[0],-3.7,-3.778088806302748
D4,Dataset 4,16,gamma_nb[1],2.0,2.0287258711654306
D4,Dataset 4,17,beta_z[0],5.0,4.985042352817272
D4,Dataset 4,17,beta_z[1],1.5,1.5011192457163296
D4,Dataset 4,17,gamma_z[0],-2.0,-1.6520329334502064
D4,Dataset 4,17,gamma_z[1],1.0,0.8882396106719191
D4,Dataset 4,17,beta_nb[0],6.0,6.174343318095673
D4,Dataset 4,17,beta_nb[1],-1.0,-1.0847015731382417
D4,Dataset 4,17,gamma_nb[0],-3.7,-3.8253839453830896
D4,Dataset 4,17,gamma_nb[1],2.0,2.054149950591346
D4,Dataset 4,18,beta_z[0],5.0,4.911925762420121
D4,Dataset 4,18,beta_z[1],1.5,1.5128788883653306
D4,Dataset 4,18,gamma_z[0],-2.0,-2.339754691787296
D4,Dataset 4,18,gamma_z[1],1.0,1.157908088803762
D4,Dataset 4,18,beta_nb[0],6.0,5.924562812022921
D4,Dataset 4,18,beta_nb[1],-1.0,-0.9671962570141516
D4,Dataset 4,18,gamma_nb[0],-3.7,-3.6185461405844714
D4,Dataset 4,18,gamma_nb[1],2.0,1.9428303624312921
D4,Dataset 4,19,beta_z[0],5.0,5.039798043423095
D4,Dataset 4,19,beta_z[1],1.5,1.4881539960400516
D4,Dataset 4,19,gamma_z[0],-2.0,-2.1434688772191124
D4,Dataset 4,19,gamma_z[1],1.0,0.9931412238732653
D4,Dataset 4,19,beta_nb[0],6.0,6.3403234679024285
D4,Dataset 4,19,beta_nb[1],-1.0,-1.319518017372807
D4,Dataset 4,19,gamma_nb[0],-3.7,-3.5799161940808286
D4,Dataset 4,19,gamma_nb[1],2.0,1.995053096174151
