SourceFolder,Scenario,Dataset,Rep,RestrictedModel,ObservedLRT,BootstrapPValue,BootstrapRepsRequested,BootstrapRepsSucceeded,BootstrapMeanLRT,BootstrapQ95,ElapsedSec
D1_ZINB,D1,Dataset 1,10,ZINB,2628.8446603708726,0.01,99,99,6.574635346983666,13.930245018399722,5227.031196832657
D1_ZINB,D1,Dataset 1,1,ZINB,2478.5378944426047,0.01,99,99,6.594474154051494,13.28104914738942,5249.334601402283
D1_ZINB,D1,Dataset 1,8,ZINB,2519.6614313272585,0.01,99,99,6.359485734090229,11.28335041278333,5252.935572624207
D1_ZINB,D1,Dataset 1,17,ZINB,2257.685041809702,0.01,99,99,6.882390911277557,12.67777758045704,4969.565240859985
D1_ZINB,D1,Dataset 1,15,ZINB,2366.1367179002264,0.01,99,99,6.535196222844234,11.229979706657463,5051.481457948685
D1_ZINB,D1,Dataset 1,18,ZINB,2365.547027043387,0.01,99,99,6.752344708446992,11.5995817052084,4942.623545885086
D1_ZINB,D1,Dataset 1,16,ZINB,2555.7325177419407,0.01,99,99,6.159765336389278,11.642021767939148,5213.646950244904
D1_ZINB,D1,Dataset 1,19,ZINB,2461.5700875523034,0.01,99,99,6.146050473550191,12.182578647942863,5232.164230585098
D1_ZIP,D1,Dataset 1,9,ZIP,51740.37256662073,0.01,99,99,6.261548944246823,12.815958127944024,5229.008543968201
D1_ZIP,D1,Dataset 1,13,ZIP,51738.35183215227,0.01,99,99,6.535669259529742,12.26845995459298,5299.76837682724
D1_ZIP,D1,Dataset 1,8,ZIP,50711.57972723709,0.01,99,99,6.15404395607898,11.227214342176737,5300.920116424561
D1_ZIP,D1,Dataset 1,10,ZIP,54707.18275761817,0.01,99,99,6.354404687758146,12.438010545859282,5548.450222730637
D1_ZIP,D1,Dataset 1,2,ZIP,49798.21791622667,0.01,99,99,6.059098972471824,13.38860870010394,5701.267920732498
D1_ZIP,D1,Dataset 1,11,ZIP,52481.32763934655,0.01,99,99,6.647407818081903,12.770400434447216,5704.789103984833
D1_ZIP,D1,Dataset 1,4,ZIP,56983.74063720132,0.01,99,99,6.095651622892638,12.712637467672176,5757.037611484528
D1_ZIP,D1,Dataset 1,3,ZIP,52488.08713275114,0.01,99,99,6.265169558861567,12.5667982069237,5769.158447504044
D1_ZIP,D1,Dataset 1,12,ZIP,54669.20291633022,0.01,99,99,6.928778116595097,14.330365322972648,5805.957667827606
D1_ZIP,D1,Dataset 1,1,ZIP,53066.22309745096,0.01,99,99,6.592019869890088,13.763751058158231,5887.9814257621765
D1_ZIP,D1,Dataset 1,6,ZIP,55129.433598118165,0.01,99,99,6.29785888179454,11.31562294409232,5959.960092306137
D1_ZIP,D1,Dataset 1,14,ZIP,50533.00169486771,0.01,99,99,5.984891319916128,11.731174686001031,6019.228998184204
D1_ZIP,D1,Dataset 1,0,ZIP,52214.80759656872,0.01,99,99,6.058470916802316,11.50368512005807,6056.739659309387
D1_ZIP,D1,Dataset 1,5,ZIP,51960.47564769529,0.01,99,99,6.51345617213387,13.665931326638384,6066.233646154404
D1_ZIP,D1,Dataset 1,7,ZIP,51868.26939159024,0.01,99,99,5.590802748922894,11.568774133843542,6206.680530309677
D1_ZIP,D1,Dataset 1,15,ZIP,54103.25250488693,0.01,99,99,6.192086032730665,13.466707735565429,5490.75602889061
D1_ZIP,D1,Dataset 1,18,ZIP,52629.49737663407,0.01,99,99,6.079902358232607,11.35332964620174,5378.250468730927
D1_ZIP,D1,Dataset 1,16,ZIP,53877.37292724701,0.01,99,99,6.262842562697114,12.540794232147158,5724.242299318314
D1_ZIP,D1,Dataset 1,19,ZIP,52637.68911802811,0.01,99,99,6.259107488414626,12.316919640317789,5437.804745197296
D1_ZIP,D1,Dataset 1,17,ZIP,52869.42476403916,0.01,99,99,6.085402912722056,11.519360775228416,6182.047502279282
D1_Z_plus_P_plus_NB,D1,Dataset 1,14,Z+P+NB,138.8773145372979,0.01,99,99,2.0041958369049206,5.502056387050834,3186.362120628357
D1_Z_plus_P_plus_NB,D1,Dataset 1,13,Z+P+NB,107.60024541940948,0.01,99,99,1.727121086734714,4.670751714262583,3202.517817258835
D1_Z_plus_P_plus_NB,D1,Dataset 1,8,Z+P+NB,148.93995373697544,0.01,99,99,1.876940300844544,4.488284767021832,3235.7660098075867
D1_Z_plus_P_plus_NB,D1,Dataset 1,6,Z+P+NB,140.6568269628915,0.01,99,99,1.882732488115458,6.005009041575248,3280.3292372226715
D1_Z_plus_P_plus_NB,D1,Dataset 1,5,Z+P+NB,129.13650775635324,0.01,99,99,2.126952845301165,6.997397109109442,3298.5516419410706
D1_Z_plus_P_plus_NB,D1,Dataset 1,2,Z+P+NB,148.47077276768687,0.01,99,99,1.8505845639482492,5.539378771292103,3309.8948628902435
D1_Z_plus_P_plus_NB,D1,Dataset 1,11,Z+P+NB,142.12165187297796,0.01,99,99,2.2900968188448747,6.935018656612371,3342.0429191589355
D1_Z_plus_P_plus_NB,D1,Dataset 1,9,Z+P+NB,98.7007275953365,0.01,99,99,1.9704129712005276,6.077476505223602,3353.780760526657
D1_Z_plus_P_plus_NB,D1,Dataset 1,0,Z+P+NB,136.00630964555603,0.01,99,99,1.7767335364194952,5.03491423788946,3364.770661830902
D1_Z_plus_P_plus_NB,D1,Dataset 1,1,Z+P+NB,122.46982359122194,0.01,99,99,1.59120488161297,4.758146497496637,3406.5722963809967
D1_Z_plus_P_plus_NB,D1,Dataset 1,12,Z+P+NB,175.46637370738608,0.01,99,99,1.8948880857480817,5.444198612934265,3455.8849959373474
D1_Z_plus_P_plus_NB,D1,Dataset 1,3,Z+P+NB,120.11176693475863,0.01,99,99,2.2327666572852807,6.277299813165155,3451.9500694274902
D1_Z_plus_P_plus_NB,D1,Dataset 1,10,Z+P+NB,139.47567308103316,0.01,99,99,2.044818194586292,6.1002358392666745,3467.785015821457
D1_Z_plus_P_plus_NB,D1,Dataset 1,7,Z+P+NB,127.28905665915228,0.01,99,99,2.0014572165073883,5.984468912414739,3483.729774951935
D1_Z_plus_P_plus_NB,D1,Dataset 1,4,Z+P+NB,126.0523841198883,0.01,99,99,1.5475188826161996,4.298273089645954,3635.078239440918
D1_Z_plus_P_plus_NB,D1,Dataset 1,17,Z+P+NB,118.01645349852332,0.01,99,99,2.001692641815441,5.686876453839067,3343.905013084412
D1_Z_plus_P_plus_NB,D1,Dataset 1,15,Z+P+NB,131.53141653990315,0.01,99,99,1.8256742401112331,5.345152455754578,3409.5491054058075
D1_Z_plus_P_plus_NB,D1,Dataset 1,18,Z+P+NB,154.4717029609892,0.01,99,99,1.9310496737017837,4.568286170002828,3316.7060673236847
D1_Z_plus_P_plus_NB,D1,Dataset 1,16,Z+P+NB,162.52827605159837,0.01,99,99,2.1783253630340123,5.986291784018976,3488.775181055069
D1_Z_plus_P_plus_NB,D1,Dataset 1,19,Z+P+NB,135.2724815148831,0.01,99,99,2.030623298464402,6.379585150525963,3397.8213205337524
D2_NB,D2,Dataset 2,11,NB,4397.113124065552,0.01,99,99,7.347667153406567,14.780904858954452,10800.85665178299
D2_NB,D2,Dataset 2,13,NB,4710.853516615571,0.01,99,99,7.305944626969288,11.778851651264992,11342.83038520813
D2_NB,D2,Dataset 2,12,NB,4608.239099838378,0.01,99,99,8.21893176646163,16.834726408527786,11834.704726696014
D2_NB,D2,Dataset 2,2,NB,4559.077907852246,0.01,99,99,8.185709037178466,14.90530620227218,11946.020060539246
D2_NB,D2,Dataset 2,4,NB,4602.4739369799645,0.01,99,99,7.573535320742086,14.354874950447993,12007.859518527985
D2_NB,D2,Dataset 2,9,NB,4504.081074694863,0.01,99,99,8.400454998390591,14.24907248204763,12447.22235107422
D2_NB,D2,Dataset 2,3,NB,4492.617301709877,0.01,99,99,8.17862317227859,14.329933750189957,12618.468423366548
D2_NB,D2,Dataset 2,6,NB,4748.656346630851,0.01,99,99,8.334299322545414,14.635285880497394,12629.601125955582
D2_NB,D2,Dataset 2,14,NB,4733.867322386519,0.01,99,99,8.274331779844722,14.79081095864967,12656.803115844728
D2_NB,D2,Dataset 2,10,NB,4738.986099885733,0.01,99,99,8.3616717548856,14.74664331835664,12800.668386220932
D2_NB,D2,Dataset 2,5,NB,4575.445377875767,0.01,99,99,7.406535147178937,12.7432395686621,12814.432813882828
D2_NB,D2,Dataset 2,0,NB,4513.551484509837,0.01,99,99,8.115338374228164,15.033720661501864,12878.85900235176
D2_NB,D2,Dataset 2,8,NB,4477.772300766737,0.01,99,99,8.9407610727501,16.313337417435104,12953.1446788311
D2_NB,D2,Dataset 2,7,NB,4936.289957569963,0.01,99,99,8.252576190510275,14.7842826262,13043.915979385376
D2_NB,D2,Dataset 2,1,NB,4437.750063876927,0.01,99,99,7.868943672708422,14.726334943487016,13338.520815849304
D2_NB,D2,Dataset 2,16,NB,4747.947685146995,0.01,99,99,9.129424415381344,18.041461935918047,8694.688116550446
D2_NB,D2,Dataset 2,19,NB,4727.400650151772,0.01,99,99,8.382694873178608,16.0389658278822,8211.969034433365
D2_NB,D2,Dataset 2,15,NB,4638.456529333016,0.01,99,99,7.882252167270347,15.498267211686468,9483.07365322113
D2_NB,D2,Dataset 2,17,NB,4800.200413896011,0.01,99,99,7.482280790708069,14.605188633137004,8660.703070163727
D2_NB,D2,Dataset 2,18,NB,4374.259483961403,0.01,99,99,7.966785687867906,15.39962670501627,9451.516442537308
D2_P_plus_NB,D2,Dataset 2,6,P+NB,4269.760380414104,0.01,99,99,3.1495341008270805,8.660813762798352,9265.746544837952
D2_P_plus_NB,D2,Dataset 2,11,P+NB,4038.408670590317,0.01,99,99,3.4265548715836367,7.910227678346564,9577.867986679075
D2_P_plus_NB,D2,Dataset 2,9,P+NB,4143.328190008717,0.01,99,99,3.8958843665972416,9.036214016415032,10114.511748552322
D2_P_plus_NB,D2,Dataset 2,5,P+NB,4120.503542555365,0.01,99,99,3.550579818523817,8.613908708024974,10546.887480020525
D2_P_plus_NB,D2,Dataset 2,0,P+NB,4192.683980465648,0.01,99,99,3.696041361491047,9.687901007552131,10726.15170955658
D2_P_plus_NB,D2,Dataset 2,1,P+NB,4227.439237299397,0.01,99,99,2.8728308506818423,7.557555720184608,10845.424569129944
D2_P_plus_NB,D2,Dataset 2,4,P+NB,4193.784072011033,0.01,99,99,3.3815700653095986,9.672566276512953,11004.723357915878
D2_P_plus_NB,D2,Dataset 2,14,P+NB,4180.079024679821,0.01,99,99,3.479299077225438,8.878935285176704,11119.99282193184
D2_P_plus_NB,D2,Dataset 2,3,P+NB,4127.27907196313,0.01,99,99,3.3169391547254614,8.572820383204087,11169.121642827988
D2_P_plus_NB,D2,Dataset 2,10,P+NB,4151.092614711255,0.01,99,99,3.547371195327544,12.450819597096414,11240.606424570084
D2_P_plus_NB,D2,Dataset 2,7,P+NB,4499.461522211517,0.01,99,99,3.2899145741620384,8.320469967504314,11220.23645210266
D2_P_plus_NB,D2,Dataset 2,8,P+NB,4103.120775838557,0.01,99,99,3.2400132656369194,7.304474225965531,11307.596027612686
D2_P_plus_NB,D2,Dataset 2,12,P+NB,4224.40452717305,0.01,99,99,3.574685362279368,9.708535621580811,11595.2722761631
D2_P_plus_NB,D2,Dataset 2,13,P+NB,4174.198902570752,0.01,99,99,3.442452427003335,9.072875752371328,11659.387734174728
D2_P_plus_NB,D2,Dataset 2,2,P+NB,4112.018547216801,0.01,99,99,3.7822399401700366,9.213405061762014,11938.370970487596
D2_P_plus_NB,D2,Dataset 2,15,P+NB,4436.8143475107645,0.01,99,99,3.8757692193031112,9.81277026662501,7881.988855600357
D2_P_plus_NB,D2,Dataset 2,16,P+NB,4304.138810489385,0.01,99,99,3.8843219422202,8.387856143640963,8199.518989562988
D2_P_plus_NB,D2,Dataset 2,17,P+NB,4272.11074724856,0.01,99,99,3.4786357625118325,7.887460347019803,8439.898652791977
D2_P_plus_NB,D2,Dataset 2,18,P+NB,3957.270303996738,0.01,99,99,3.7257311916518394,8.460436907466645,8113.667708873749
D2_P_plus_NB,D2,Dataset 2,19,P+NB,4218.7049795274215,0.01,99,99,3.3024767206849046,7.896229325298188,8242.064222812653
D2_Poisson,D2,Dataset 2,13,Poisson,125076.36615029242,0.01,99,99,2.843934600280434,9.643987118601215,4309.215617895126
D2_Poisson,D2,Dataset 2,5,Poisson,119494.28516552017,0.01,99,99,3.296446414623451,10.458414198391251,4338.097546815872
D2_Poisson,D2,Dataset 2,11,Poisson,121335.79417510482,0.01,99,99,3.0760791825703544,9.342567702809172,4347.44560956955
D2_Poisson,D2,Dataset 2,1,Poisson,120455.03726748524,0.01,99,99,2.959782079067975,8.656730490708286,4430.253701686859
D2_Poisson,D2,Dataset 2,2,Poisson,122516.660641744,0.01,99,99,3.2537810423129505,9.915256752224373,4495.5542948246
D2_Poisson,D2,Dataset 2,12,Poisson,123375.06913300634,0.01,99,99,3.806167574932168,10.247366034115837,4580.667409658432
D2_Poisson,D2,Dataset 2,10,Poisson,118942.78815563778,0.01,99,99,3.3987326418683743,10.12085760273912,4602.959515810013
D2_Poisson,D2,Dataset 2,0,Poisson,122742.2115652864,0.01,99,99,3.2686163009004874,9.698795140374568,4605.392624139786
D2_Poisson,D2,Dataset 2,8,Poisson,121000.40934569422,0.01,99,99,2.653564345321472,8.32312759639026,4675.833742618561
D2_Poisson,D2,Dataset 2,7,Poisson,124217.33237373132,0.01,99,99,2.739993180154624,7.663216142425516,4672.024649620056
D2_Poisson,D2,Dataset 2,14,Poisson,120858.48179847216,0.01,99,99,3.3183038303411903,10.707169817202514,4687.074236392975
D2_Poisson,D2,Dataset 2,9,Poisson,130315.14938176796,0.01,99,99,3.076632744043382,10.36414107439704,4960.601030826569
D2_Poisson,D2,Dataset 2,6,Poisson,124224.99086133456,0.01,99,99,3.335306938474594,10.255544933260534,4990.091962099075
D2_Poisson,D2,Dataset 2,3,Poisson,119444.10562348296,0.01,99,99,3.390278957106483,9.296633002017176,5334.9671947956085
D2_Poisson,D2,Dataset 2,4,Poisson,126360.0075708965,0.01,99,99,3.443055466583705,9.64085769485391,5618.622094154358
D2_Poisson,D2,Dataset 2,18,Poisson,120146.02080881852,0.01,99,99,3.4242653648812627,9.254814159669325,4266.989447593689
D2_Poisson,D2,Dataset 2,15,Poisson,127430.76791047804,0.01,99,99,3.423414649082009,12.010708138145125,4426.270833969116
D2_Poisson,D2,Dataset 2,19,Poisson,123509.13348817968,0.01,99,99,3.1446198658023152,8.96220805407647,4693.862382411957
D2_Poisson,D2,Dataset 2,17,Poisson,125347.99855907544,0.01,99,99,3.127476108337034,8.29622351716825,5003.126800537109
D2_Poisson,D2,Dataset 2,16,Poisson,124776.82147179602,0.01,99,99,3.3037081767763468,9.954548696819256,5609.646971940994
D2_ZINB,D2,Dataset 2,4,ZINB,92.53562506866,0.01,99,99,7.394997225877447,12.23778408982107,3386.478396654129
D2_ZINB,D2,Dataset 2,12,ZINB,101.45509006897193,0.01,99,99,7.237631169944985,14.143629099708772,3470.1750407218933
D2_ZINB,D2,Dataset 2,3,ZINB,88.8039263181272,0.01,99,99,7.529300405402084,14.956453562886596,3483.54846906662
D2_ZINB,D2,Dataset 2,14,ZINB,118.101629608449,0.01,99,99,7.547625423746385,13.155872210232332,3546.897577047348
D2_ZINB,D2,Dataset 2,2,ZINB,121.0326948302245,0.01,99,99,8.021284841615962,16.434473094396523,3565.3212883472443
D2_ZINB,D2,Dataset 2,10,ZINB,143.1214982525562,0.01,99,99,7.589869858338257,13.779923998760932,3599.2047040462494
D2_ZINB,D2,Dataset 2,9,ZINB,115.32004020133172,0.01,99,99,7.423811313850544,13.673624236095195,3596.766827583313
D2_ZINB,D2,Dataset 2,11,ZINB,112.813032967264,0.01,99,99,7.780664567977547,12.603271232209936,3621.886581897736
D2_ZINB,D2,Dataset 2,13,ZINB,166.73095442123304,0.01,99,99,7.148651252828205,13.62747144027744,3647.225026130676
D2_ZINB,D2,Dataset 2,7,ZINB,119.74757796593622,0.01,99,99,8.048584462072412,14.730580493315207,3642.487697124481
D2_ZINB,D2,Dataset 2,0,ZINB,115.72234697328533,0.01,99,99,8.651860605063378,15.98169560381284,3725.4746477603912
D2_ZINB,D2,Dataset 2,5,ZINB,134.2800274029796,0.01,99,99,7.248606590730946,12.41388789324628,3750.1832168102255
D2_ZINB,D2,Dataset 2,8,ZINB,126.33123716551928,0.01,99,99,7.620124580036315,15.133072200029709,3768.4259440898895
D2_ZINB,D2,Dataset 2,1,ZINB,136.9590828839282,0.01,99,99,7.493643292191796,13.846860530701814,3822.00395822525
D2_ZINB,D2,Dataset 2,6,ZINB,164.0339165039477,0.01,99,99,7.134089454651544,12.435979486210996,3883.691584587097
D2_ZINB,D2,Dataset 2,16,ZINB,117.6117053389462,0.01,99,99,7.182489870024541,12.804064511771138,3514.009665250778
D2_ZINB,D2,Dataset 2,17,ZINB,138.96326546915225,0.01,99,99,7.549953432658507,13.924905968401433,3505.0195479393005
D2_ZINB,D2,Dataset 2,15,ZINB,133.1263819330925,0.01,99,99,7.149920950713612,11.329421817236284,3718.996391773224
D2_ZINB,D2,Dataset 2,18,ZINB,131.09543383801065,0.01,99,99,7.72548926561579,15.058372180685543,3648.406376123428
D2_ZINB,D2,Dataset 2,19,ZINB,116.02367821980442,0.01,99,99,7.595117868841558,13.682965905687158,3655.5063428878784
D2_ZIP,D2,Dataset 2,3,ZIP,20716.618139694467,0.01,99,99,5.9392858545520495,14.251394496819191,4058.9635298252106
D2_ZIP,D2,Dataset 2,1,ZIP,21606.685091063795,0.01,99,99,5.48185296837685,11.33403223225614,4091.674496412277
D2_ZIP,D2,Dataset 2,9,ZIP,24359.116337357736,0.01,99,99,6.219301913775211,11.368522263093835,4170.78532409668
D2_ZIP,D2,Dataset 2,2,ZIP,22248.94680567285,0.01,99,99,5.968892041621571,10.915606573662805,4197.650892019272
D2_ZIP,D2,Dataset 2,4,ZIP,23652.927257767857,0.01,99,99,6.6604715319536085,15.532194774175878,4224.960336923599
D2_ZIP,D2,Dataset 2,7,ZIP,21298.78222748822,0.01,99,99,5.653680470729792,10.44931330347026,4214.037118196487
D2_ZIP,D2,Dataset 2,12,ZIP,21575.252093940864,0.01,99,99,5.737028660332358,10.287631906193928,4241.808736562729
