SourceFolder,Scenario,Dataset,Rep,Parameter,true,estimate
D1_NB,D1,Dataset 1,6,rho,0.7,0.6959201611275581
D1_NB,D1,Dataset 1,6,lambda,3.498811585102441,3.4630041835030383
D1_NB,D1,Dataset 1,6,pi,0.3952593200018204,0.40054820391761
D1_NB,D1,Dataset 1,6,varphi,9.245840547858544,9.245392302968195
D1_NB,D1,Dataset 1,6,alpha,1.5,1.4945320337199195
D1_NB,D1,Dataset 1,6,omega,0.1466955716828305,0.1120970389407462
D1_NB,D1,Dataset 1,12,rho,0.7,0.6654508363181343
D1_NB,D1,Dataset 1,12,lambda,3.5004786202806573,3.5234929434315547
D1_NB,D1,Dataset 1,12,pi,0.3957240757344394,0.3769266745003361
D1_NB,D1,Dataset 1,12,varphi,9.2516751709823,8.75340366246224
D1_NB,D1,Dataset 1,12,alpha,1.5,1.643196250361312
D1_NB,D1,Dataset 1,12,omega,0.1469862900808259,0.1764200931078574
D1_NB,D1,Dataset 1,13,rho,0.7,0.6758251661381409
D1_NB,D1,Dataset 1,13,lambda,3.5020615017250587,3.50436102972875
D1_NB,D1,Dataset 1,13,pi,0.395939489927472,0.402425272012106
D1_NB,D1,Dataset 1,13,varphi,9.257215256037709,8.572694550395706
D1_NB,D1,Dataset 1,13,alpha,1.5,1.6183385769459475
D1_NB,D1,Dataset 1,13,omega,0.1458082060360976,0.1354945062306776
D1_NB,D1,Dataset 1,8,rho,0.7,0.7078650787593619
D1_NB,D1,Dataset 1,8,lambda,3.512404721291038,3.5585659256169784
D1_NB,D1,Dataset 1,8,pi,0.3981491696916256,0.3999715132563609
D1_NB,D1,Dataset 1,8,varphi,9.293416524518634,9.4114333484631
D1_NB,D1,Dataset 1,8,alpha,1.5,1.4719293648208136
D1_NB,D1,Dataset 1,8,omega,0.14354245556395,0.1614280502744169
D1_NB,D1,Dataset 1,2,rho,0.7,0.689310314228603
D1_NB,D1,Dataset 1,2,lambda,3.5109871443647296,3.494076725220059
D1_NB,D1,Dataset 1,2,pi,0.3978497101714138,0.3949199812490215
D1_NB,D1,Dataset 1,2,varphi,9.288455005276552,9.211979737733216
D1_NB,D1,Dataset 1,2,alpha,1.5,1.4033108220416235
D1_NB,D1,Dataset 1,2,omega,0.143949469963772,0.1791814503699937
D1_NB,D1,Dataset 1,1,rho,0.7,0.7191277833840382
D1_NB,D1,Dataset 1,1,lambda,3.508952018563314,3.4538520308307445
D1_NB,D1,Dataset 1,1,pi,0.3972959159623281,0.3922305023693053
D1_NB,D1,Dataset 1,1,varphi,9.2813320649716,10.092986713763334
D1_NB,D1,Dataset 1,1,alpha,1.5,1.288222286361834
D1_NB,D1,Dataset 1,1,omega,0.1432520894535163,0.1607525342132792
D1_NB,D1,Dataset 1,15,rho,0.7,0.6814890612105302
D1_NB,D1,Dataset 1,15,lambda,3.5015192574078027,3.4899512502937973
D1_NB,D1,Dataset 1,15,pi,0.395748950649724,0.3873376330759603
D1_NB,D1,Dataset 1,15,varphi,9.25531740092731,9.01593049421247
D1_NB,D1,Dataset 1,15,alpha,1.5,1.57231662418568
D1_NB,D1,Dataset 1,15,omega,0.1458606685475177,0.1474925607229868
D1_NB,D1,Dataset 1,16,rho,0.7,0.6969897712246393
D1_NB,D1,Dataset 1,16,lambda,3.494423890564613,3.4830897816034616
D1_NB,D1,Dataset 1,16,pi,0.3943355082263136,0.3916260341451837
D1_NB,D1,Dataset 1,16,varphi,9.230483616976144,9.379210071702538
D1_NB,D1,Dataset 1,16,alpha,1.5,1.5000414671935736
D1_NB,D1,Dataset 1,16,omega,0.1477841459883558,0.1481917835226735
D1_NB,D1,Dataset 1,17,rho,0.7,0.682268733318663
D1_NB,D1,Dataset 1,17,lambda,3.50198681952964,3.496707118812893
D1_NB,D1,Dataset 1,17,pi,0.3958091627473543,0.3947385418679125
D1_NB,D1,Dataset 1,17,varphi,9.256953868353738,8.852384400093158
D1_NB,D1,Dataset 1,17,alpha,1.5,1.4993669893943955
D1_NB,D1,Dataset 1,17,omega,0.1451143928168606,0.1212759016400975
D1_NB,D1,Dataset 1,18,rho,0.7,0.6774423775161214
D1_NB,D1,Dataset 1,18,lambda,3.506248993311754,3.4810612344142404
D1_NB,D1,Dataset 1,18,pi,0.3967986640564618,0.3884257750236229
D1_NB,D1,Dataset 1,18,varphi,9.27187147659114,8.620038572897636
D1_NB,D1,Dataset 1,18,alpha,1.5,1.6472965719629291
D1_NB,D1,Dataset 1,18,omega,0.1445910913618329,0.1496965546575371
D1_NB,D1,Dataset 1,19,rho,0.7,0.7048484151230221
D1_NB,D1,Dataset 1,19,lambda,3.4999388608376183,3.482541108703716
D1_NB,D1,Dataset 1,19,pi,0.3954740215215162,0.3983559316569758
D1_NB,D1,Dataset 1,19,varphi,9.249786012931663,9.421317165922414
D1_NB,D1,Dataset 1,19,alpha,1.5,1.4641472927470731
D1_NB,D1,Dataset 1,19,omega,0.1462318571561085,0.1551925416061132
D1_P_plus_NB,D1,Dataset 1,8,rho,0.7,0.7078650787593619
D1_P_plus_NB,D1,Dataset 1,8,lambda,3.512404721291038,3.5585659256169784
D1_P_plus_NB,D1,Dataset 1,8,pi,0.3981491696916256,0.3999715132563609
D1_P_plus_NB,D1,Dataset 1,8,varphi,9.293416524518634,9.4114333484631
D1_P_plus_NB,D1,Dataset 1,8,alpha,1.5,1.4719293648208136
D1_P_plus_NB,D1,Dataset 1,8,omega,0.14354245556395,0.1614280502744169
D1_P_plus_NB,D1,Dataset 1,4,rho,0.7,0.6821932770093503
D1_P_plus_NB,D1,Dataset 1,4,lambda,3.504509250692634,3.57479144242644
D1_P_plus_NB,D1,Dataset 1,4,pi,0.3963112590456617,0.3746079907195324
D1_P_plus_NB,D1,Dataset 1,4,varphi,9.26578237742422,8.995337645343882
D1_P_plus_NB,D1,Dataset 1,4,alpha,1.5,1.732374066744004
D1_P_plus_NB,D1,Dataset 1,4,omega,0.1441503881866927,0.1552398346182797
D1_P_plus_NB,D1,Dataset 1,13,rho,0.7,0.6758251661381409
D1_P_plus_NB,D1,Dataset 1,13,lambda,3.5020615017250587,3.50436102972875
D1_P_plus_NB,D1,Dataset 1,13,pi,0.395939489927472,0.402425272012106
D1_P_plus_NB,D1,Dataset 1,13,varphi,9.257215256037709,8.572694550395706
D1_P_plus_NB,D1,Dataset 1,13,alpha,1.5,1.6183385769459475
D1_P_plus_NB,D1,Dataset 1,13,omega,0.1458082060360976,0.1354945062306776
D1_P_plus_NB,D1,Dataset 1,12,rho,0.7,0.6654508363181343
D1_P_plus_NB,D1,Dataset 1,12,lambda,3.5004786202806573,3.5234929434315547
D1_P_plus_NB,D1,Dataset 1,12,pi,0.3957240757344394,0.3769266745003361
D1_P_plus_NB,D1,Dataset 1,12,varphi,9.2516751709823,8.75340366246224
D1_P_plus_NB,D1,Dataset 1,12,alpha,1.5,1.643196250361312
D1_P_plus_NB,D1,Dataset 1,12,omega,0.1469862900808259,0.1764200931078574
D1_P_plus_NB,D1,Dataset 1,10,rho,0.7,0.7019180419304201
D1_P_plus_NB,D1,Dataset 1,10,lambda,3.4990877845893054,3.509851330820818
D1_P_plus_NB,D1,Dataset 1,10,pi,0.3951158208362758,0.3862939481162968
D1_P_plus_NB,D1,Dataset 1,10,varphi,9.24680724606257,9.367817751355595
D1_P_plus_NB,D1,Dataset 1,10,alpha,1.5,1.558008283276495
D1_P_plus_NB,D1,Dataset 1,10,omega,0.1452806884266435,0.1481517360730289
D1_P_plus_NB,D1,Dataset 1,14,rho,0.7,0.7004922861254222
D1_P_plus_NB,D1,Dataset 1,14,lambda,3.505038240619608,3.605113328283344
D1_P_plus_NB,D1,Dataset 1,14,pi,0.3966127883991522,0.3851883509578428
D1_P_plus_NB,D1,Dataset 1,14,varphi,9.267633842168625,9.0351459824459
D1_P_plus_NB,D1,Dataset 1,14,alpha,1.5,1.5418353154007258
D1_P_plus_NB,D1,Dataset 1,14,omega,0.1454291234971905,0.1535231597831569
D1_P_plus_NB,D1,Dataset 1,5,rho,0.7,0.6850950123343298
D1_P_plus_NB,D1,Dataset 1,5,lambda,3.496957825102711,3.505660311601188
D1_P_plus_NB,D1,Dataset 1,5,pi,0.3950004909779172,0.3927931831635549
D1_P_plus_NB,D1,Dataset 1,5,varphi,9.239352387859489,8.64453430763182
D1_P_plus_NB,D1,Dataset 1,5,alpha,1.5,1.6484748345311795
D1_P_plus_NB,D1,Dataset 1,5,omega,0.1479449048897703,0.1300589294429339
D1_P_plus_NB,D1,Dataset 1,2,rho,0.7,0.689310314228603
D1_P_plus_NB,D1,Dataset 1,2,lambda,3.5109871443647296,3.494076725220059
D1_P_plus_NB,D1,Dataset 1,2,pi,0.3978497101714138,0.3949199812490215
D1_P_plus_NB,D1,Dataset 1,2,varphi,9.288455005276552,9.211979737733216
D1_P_plus_NB,D1,Dataset 1,2,alpha,1.5,1.4033108220416235
D1_P_plus_NB,D1,Dataset 1,2,omega,0.143949469963772,0.1791814503699937
D1_P_plus_NB,D1,Dataset 1,3,rho,0.7,0.6850135592497325
D1_P_plus_NB,D1,Dataset 1,3,lambda,3.506577555499009,3.5460262374928657
D1_P_plus_NB,D1,Dataset 1,3,pi,0.397038734481087,0.3866537037283902
D1_P_plus_NB,D1,Dataset 1,3,varphi,9.273021444246533,8.806536628777021
D1_P_plus_NB,D1,Dataset 1,3,alpha,1.5,1.6370650386545746
D1_P_plus_NB,D1,Dataset 1,3,omega,0.1458414029586163,0.1442624644979038
D1_P_plus_NB,D1,Dataset 1,9,rho,0.7,0.7180022094374298
D1_P_plus_NB,D1,Dataset 1,9,lambda,3.50188472373374,3.4892102939804883
D1_P_plus_NB,D1,Dataset 1,9,pi,0.3958469137871457,0.4101030852743405
D1_P_plus_NB,D1,Dataset 1,9,varphi,9.256596533068086,9.325485684824333
D1_P_plus_NB,D1,Dataset 1,9,alpha,1.5,1.4724460200689728
D1_P_plus_NB,D1,Dataset 1,9,omega,0.145299986821806,0.101355904703599
D1_P_plus_NB,D1,Dataset 1,0,rho,0.7,0.7187667005372109
D1_P_plus_NB,D1,Dataset 1,0,lambda,3.50804637970374,3.4546043370707595
D1_P_plus_NB,D1,Dataset 1,0,pi,0.3973134617821227,0.394643095776452
D1_P_plus_NB,D1,Dataset 1,0,varphi,9.27816232896309,9.891680615057004
D1_P_plus_NB,D1,Dataset 1,0,alpha,1.5,1.3307187619033607
D1_P_plus_NB,D1,Dataset 1,0,omega,0.1452152310429932,0.1587095449163779
D1_P_plus_NB,D1,Dataset 1,7,rho,0.7,0.7157659354144797
D1_P_plus_NB,D1,Dataset 1,7,lambda,3.4910899245569103,3.455907060895006
D1_P_plus_NB,D1,Dataset 1,7,pi,0.3934957437897623,0.3939642513887438
D1_P_plus_NB,D1,Dataset 1,7,varphi,9.218814735949186,9.523802894471546
D1_P_plus_NB,D1,Dataset 1,7,alpha,1.5,1.4440109596524426
D1_P_plus_NB,D1,Dataset 1,7,omega,0.1475478499055759,0.1512358788068565
D1_P_plus_NB,D1,Dataset 1,11,rho,0.7,0.6972443045840347
D1_P_plus_NB,D1,Dataset 1,11,lambda,3.509280451457156,3.4900428197473543
D1_P_plus_NB,D1,Dataset 1,11,pi,0.397517028033592,0.3860274270515152
D1_P_plus_NB,D1,Dataset 1,11,varphi,9.282481580100043,9.233723791786002
D1_P_plus_NB,D1,Dataset 1,11,alpha,1.5,1.5142446205591549
D1_P_plus_NB,D1,Dataset 1,11,omega,0.1445431711847462,0.1646248731075824
D1_P_plus_NB,D1,Dataset 1,6,rho,0.7,0.6959201611275581
D1_P_plus_NB,D1,Dataset 1,6,lambda,3.498811585102441,3.4630041835030383
D1_P_plus_NB,D1,Dataset 1,6,pi,0.3952593200018204,0.40054820391761
D1_P_plus_NB,D1,Dataset 1,6,varphi,9.245840547858544,9.245392302968195
D1_P_plus_NB,D1,Dataset 1,6,alpha,1.5,1.4945320337199195
D1_P_plus_NB,D1,Dataset 1,6,omega,0.1466955716828305,0.1120970389407462
D1_P_plus_NB,D1,Dataset 1,1,rho,0.7,0.7191277833840382
D1_P_plus_NB,D1,Dataset 1,1,lambda,3.508952018563314,3.4538520308307445
D1_P_plus_NB,D1,Dataset 1,1,pi,0.3972959159623281,0.3922305023693053
D1_P_plus_NB,D1,Dataset 1,1,varphi,9.2813320649716,10.092986713763334
D1_P_plus_NB,D1,Dataset 1,1,alpha,1.5,1.288222286361834
D1_P_plus_NB,D1,Dataset 1,1,omega,0.1432520894535163,0.1607525342132792
D1_P_plus_NB,D1,Dataset 1,18,rho,0.7,0.6774423775161214
D1_P_plus_NB,D1,Dataset 1,18,lambda,3.506248993311754,3.4810612344142404
D1_P_plus_NB,D1,Dataset 1,18,pi,0.3967986640564618,0.3884257750236229
D1_P_plus_NB,D1,Dataset 1,18,varphi,9.27187147659114,8.620038572897636
D1_P_plus_NB,D1,Dataset 1,18,alpha,1.5,1.6472965719629291
D1_P_plus_NB,D1,Dataset 1,18,omega,0.1445910913618329,0.1496965546575371
D1_P_plus_NB,D1,Dataset 1,16,rho,0.7,0.6969897712246393
D1_P_plus_NB,D1,Dataset 1,16,lambda,3.494423890564613,3.4830897816034616
D1_P_plus_NB,D1,Dataset 1,16,pi,0.3943355082263136,0.3916260341451837
D1_P_plus_NB,D1,Dataset 1,16,varphi,9.230483616976144,9.379210071702538
D1_P_plus_NB,D1,Dataset 1,16,alpha,1.5,1.5000414671935736
D1_P_plus_NB,D1,Dataset 1,16,omega,0.1477841459883558,0.1481917835226735
D1_P_plus_NB,D1,Dataset 1,15,rho,0.7,0.6814890612105302
D1_P_plus_NB,D1,Dataset 1,15,lambda,3.5015192574078027,3.4899512502937973
D1_P_plus_NB,D1,Dataset 1,15,pi,0.395748950649724,0.3873376330759603
D1_P_plus_NB,D1,Dataset 1,15,varphi,9.25531740092731,9.01593049421247
D1_P_plus_NB,D1,Dataset 1,15,alpha,1.5,1.57231662418568
D1_P_plus_NB,D1,Dataset 1,15,omega,0.1458606685475177,0.1474925607229868
D1_P_plus_NB,D1,Dataset 1,19,rho,0.7,0.7048484151230221
D1_P_plus_NB,D1,Dataset 1,19,lambda,3.4999388608376183,3.482541108703716
D1_P_plus_NB,D1,Dataset 1,19,pi,0.3954740215215162,0.3983559316569758
D1_P_plus_NB,D1,Dataset 1,19,varphi,9.249786012931663,9.421317165922414
D1_P_plus_NB,D1,Dataset 1,19,alpha,1.5,1.4641472927470731
D1_P_plus_NB,D1,Dataset 1,19,omega,0.1462318571561085,0.1551925416061132
D1_P_plus_NB,D1,Dataset 1,17,rho,0.7,0.682268733318663
D1_P_plus_NB,D1,Dataset 1,17,lambda,3.50198681952964,3.496707118812893
D1_P_plus_NB,D1,Dataset 1,17,pi,0.3958091627473543,0.3947385418679125
D1_P_plus_NB,D1,Dataset 1,17,varphi,9.256953868353738,8.852384400093158
D1_P_plus_NB,D1,Dataset 1,17,alpha,1.5,1.4993669893943955
D1_P_plus_NB,D1,Dataset 1,17,omega,0.1451143928168606,0.1212759016400975
D1_Poisson,D1,Dataset 1,0,rho,0.7,0.7187667005372109
D1_Poisson,D1,Dataset 1,0,lambda,3.50804637970374,3.4546043370707595
D1_Poisson,D1,Dataset 1,0,pi,0.3973134617821227,0.394643095776452
D1_Poisson,D1,Dataset 1,0,varphi,9.27816232896309,9.891680615057004
D1_Poisson,D1,Dataset 1,0,alpha,1.5,1.3307187619033607
D1_Poisson,D1,Dataset 1,0,omega,0.1452152310429932,0.1587095449163779
D1_Poisson,D1,Dataset 1,13,rho,0.7,0.6758251661381409
D1_Poisson,D1,Dataset 1,13,lambda,3.5020615017250587,3.50436102972875
D1_Poisson,D1,Dataset 1,13,pi,0.395939489927472,0.402425272012106
D1_Poisson,D1,Dataset 1,13,varphi,9.257215256037709,8.572694550395706
D1_Poisson,D1,Dataset 1,13,alpha,1.5,1.6183385769459475
D1_Poisson,D1,Dataset 1,13,omega,0.1458082060360976,0.1354945062306776
D1_Poisson,D1,Dataset 1,3,rho,0.7,0.6850135592497325
D1_Poisson,D1,Dataset 1,3,lambda,3.506577555499009,3.5460262374928657
D1_Poisson,D1,Dataset 1,3,pi,0.397038734481087,0.3866537037283902
D1_Poisson,D1,Dataset 1,3,varphi,9.273021444246533,8.806536628777021
D1_Poisson,D1,Dataset 1,3,alpha,1.5,1.6370650386545746
D1_Poisson,D1,Dataset 1,3,omega,0.1458414029586163,0.1442624644979038
D1_Poisson,D1,Dataset 1,2,rho,0.7,0.689310314228603
D1_Poisson,D1,Dataset 1,2,lambda,3.5109871443647296,3.494076725220059
D1_Poisson,D1,Dataset 1,2,pi,0.3978497101714138,0.3949199812490215
D1_Poisson,D1,Dataset 1,2,varphi,9.288455005276552,9.211979737733216
D1_Poisson,D1,Dataset 1,2,alpha,1.5,1.4033108220416235
D1_Poisson,D1,Dataset 1,2,omega,0.143949469963772,0.1791814503699937
D1_Poisson,D1,Dataset 1,5,rho,0.7,0.6850950123343298
D1_Poisson,D1,Dataset 1,5,lambda,3.496957825102711,3.505660311601188
D1_Poisson,D1,Dataset 1,5,pi,0.3950004909779172,0.3927931831635549
D1_Poisson,D1,Dataset 1,5,varphi,9.239352387859489,8.64453430763182
D1_Poisson,D1,Dataset 1,5,alpha,1.5,1.6484748345311795
D1_Poisson,D1,Dataset 1,5,omega,0.1479449048897703,0.1300589294429339
D1_Poisson,D1,Dataset 1,11,rho,0.7,0.6972443045840347
D1_Poisson,D1,Dataset 1,11,lambda,3.509280451457156,3.4900428197473543
D1_Poisson,D1,Dataset 1,11,pi,0.397517028033592,0.3860274270515152
D1_Poisson,D1,Dataset 1,11,varphi,9.282481580100043,9.233723791786002
D1_Poisson,D1,Dataset 1,11,alpha,1.5,1.5142446205591549
D1_Poisson,D1,Dataset 1,11,omega,0.1445431711847462,0.1646248731075824
D1_Poisson,D1,Dataset 1,4,rho,0.7,0.6821932770093503
D1_Poisson,D1,Dataset 1,4,lambda,3.504509250692634,3.57479144242644
D1_Poisson,D1,Dataset 1,4,pi,0.3963112590456617,0.3746079907195324
D1_Poisson,D1,Dataset 1,4,varphi,9.26578237742422,8.995337645343882
D1_Poisson,D1,Dataset 1,4,alpha,1.5,1.732374066744004
D1_Poisson,D1,Dataset 1,4,omega,0.1441503881866927,0.1552398346182797
D1_Poisson,D1,Dataset 1,7,rho,0.7,0.7157659354144797
D1_Poisson,D1,Dataset 1,7,lambda,3.4910899245569103,3.455907060895006
D1_Poisson,D1,Dataset 1,7,pi,0.3934957437897623,0.3939642513887438
D1_Poisson,D1,Dataset 1,7,varphi,9.218814735949186,9.523802894471546
D1_Poisson,D1,Dataset 1,7,alpha,1.5,1.4440109596524426
D1_Poisson,D1,Dataset 1,7,omega,0.1475478499055759,0.1512358788068565
D1_Poisson,D1,Dataset 1,10,rho,0.7,0.7019180419304201
D1_Poisson,D1,Dataset 1,10,lambda,3.4990877845893054,3.509851330820818
D1_Poisson,D1,Dataset 1,10,pi,0.3951158208362758,0.3862939481162968
D1_Poisson,D1,Dataset 1,10,varphi,9.24680724606257,9.367817751355595
D1_Poisson,D1,Dataset 1,10,alpha,1.5,1.558008283276495
D1_Poisson,D1,Dataset 1,10,omega,0.1452806884266435,0.1481517360730289
D1_Poisson,D1,Dataset 1,12,rho,0.7,0.6654508363181343
D1_Poisson,D1,Dataset 1,12,lambda,3.5004786202806573,3.5234929434315547
D1_Poisson,D1,Dataset 1,12,pi,0.3957240757344394,0.3769266745003361
D1_Poisson,D1,Dataset 1,12,varphi,9.2516751709823,8.75340366246224
D1_Poisson,D1,Dataset 1,12,alpha,1.5,1.643196250361312
D1_Poisson,D1,Dataset 1,12,omega,0.1469862900808259,0.1764200931078574
D1_Poisson,D1,Dataset 1,1,rho,0.7,0.7191277833840382
D1_Poisson,D1,Dataset 1,1,lambda,3.508952018563314,3.4538520308307445
D1_Poisson,D1,Dataset 1,1,pi,0.3972959159623281,0.3922305023693053
D1_Poisson,D1,Dataset 1,1,varphi,9.2813320649716,10.092986713763334
D1_Poisson,D1,Dataset 1,1,alpha,1.5,1.288222286361834
D1_Poisson,D1,Dataset 1,1,omega,0.1432520894535163,0.1607525342132792
D1_Poisson,D1,Dataset 1,14,rho,0.7,0.7004922861254222
D1_Poisson,D1,Dataset 1,14,lambda,3.505038240619608,3.605113328283344
D1_Poisson,D1,Dataset 1,14,pi,0.3966127883991522,0.3851883509578428
D1_Poisson,D1,Dataset 1,14,varphi,9.267633842168625,9.0351459824459
D1_Poisson,D1,Dataset 1,14,alpha,1.5,1.5418353154007258
D1_Poisson,D1,Dataset 1,14,omega,0.1454291234971905,0.1535231597831569
D1_Poisson,D1,Dataset 1,6,rho,0.7,0.6959201611275581
D1_Poisson,D1,Dataset 1,6,lambda,3.498811585102441,3.4630041835030383
D1_Poisson,D1,Dataset 1,6,pi,0.3952593200018204,0.40054820391761
D1_Poisson,D1,Dataset 1,6,varphi,9.245840547858544,9.245392302968195
D1_Poisson,D1,Dataset 1,6,alpha,1.5,1.4945320337199195
D1_Poisson,D1,Dataset 1,6,omega,0.1466955716828305,0.1120970389407462
D1_Poisson,D1,Dataset 1,8,rho,0.7,0.7078650787593619
D1_Poisson,D1,Dataset 1,8,lambda,3.512404721291038,3.5585659256169784
D1_Poisson,D1,Dataset 1,8,pi,0.3981491696916256,0.3999715132563609
D1_Poisson,D1,Dataset 1,8,varphi,9.293416524518634,9.4114333484631
D1_Poisson,D1,Dataset 1,8,alpha,1.5,1.4719293648208136
D1_Poisson,D1,Dataset 1,8,omega,0.14354245556395,0.1614280502744169
D1_Poisson,D1,Dataset 1,9,rho,0.7,0.7180022094374298
D1_Poisson,D1,Dataset 1,9,lambda,3.50188472373374,3.4892102939804883
D1_Poisson,D1,Dataset 1,9,pi,0.3958469137871457,0.4101030852743405
D1_Poisson,D1,Dataset 1,9,varphi,9.256596533068086,9.325485684824333
D1_Poisson,D1,Dataset 1,9,alpha,1.5,1.4724460200689728
D1_Poisson,D1,Dataset 1,9,omega,0.145299986821806,0.101355904703599
D1_Poisson,D1,Dataset 1,18,rho,0.7,0.6774423775161214
D1_Poisson,D1,Dataset 1,18,lambda,3.506248993311754,3.4810612344142404
D1_Poisson,D1,Dataset 1,18,pi,0.3967986640564618,0.3884257750236229
D1_Poisson,D1,Dataset 1,18,varphi,9.27187147659114,8.620038572897636
D1_Poisson,D1,Dataset 1,18,alpha,1.5,1.6472965719629291
D1_Poisson,D1,Dataset 1,18,omega,0.1445910913618329,0.1496965546575371
D1_Poisson,D1,Dataset 1,19,rho,0.7,0.7048484151230221
D1_Poisson,D1,Dataset 1,19,lambda,3.4999388608376183,3.482541108703716
D1_Poisson,D1,Dataset 1,19,pi,0.3954740215215162,0.3983559316569758
D1_Poisson,D1,Dataset 1,19,varphi,9.249786012931663,9.421317165922414
D1_Poisson,D1,Dataset 1,19,alpha,1.5,1.4641472927470731
D1_Poisson,D1,Dataset 1,19,omega,0.1462318571561085,0.1551925416061132
D1_Poisson,D1,Dataset 1,17,rho,0.7,0.682268733318663
D1_Poisson,D1,Dataset 1,17,lambda,3.50198681952964,3.496707118812893
D1_Poisson,D1,Dataset 1,17,pi,0.3958091627473543,0.3947385418679125
D1_Poisson,D1,Dataset 1,17,varphi,9.256953868353738,8.852384400093158
D1_Poisson,D1,Dataset 1,17,alpha,1.5,1.4993669893943955
D1_Poisson,D1,Dataset 1,17,omega,0.1451143928168606,0.1212759016400975
D1_Poisson,D1,Dataset 1,16,rho,0.7,0.6969897712246393
D1_Poisson,D1,Dataset 1,16,lambda,3.494423890564613,3.4830897816034616
D1_Poisson,D1,Dataset 1,16,pi,0.3943355082263136,0.3916260341451837
D1_Poisson,D1,Dataset 1,16,varphi,9.230483616976144,9.379210071702538
