SourceFolder,Scenario,Dataset,Rep,Model,fit_elapsed_sec,success,nit,llf,aic,bic
D1_NB,D1,Dataset 1,0,NB,2.1017274856567383,True,8,-46544.95974776881,93095.91949553762,93119.62995819522
D1_NB,D1,Dataset 1,0,ZIP,5.354257345199585,True,11,-70612.18505783264,141232.37011566528,141263.98406587544
D1_NB,D1,Dataset 1,0,ZINB,16.316144943237305,True,20,-45772.325200827305,91554.6504016546,91594.16783941728
D1_NB,D1,Dataset 1,0,P+NB,11.881490230560305,True,20,-45170.04574967375,90352.0914993475,90399.51242466272
D1_NB,D1,Dataset 1,0,Z+P+NB,29.534847736358643,True,22,-44572.78441437106,89161.56882874212,89224.79672916241
D1_NB,D1,Dataset 1,0,ZIP--ZINB,46.929105043411255,True,36,-44504.78125954828,89029.56251909657,89108.59739462193
D1_NB,D1,Dataset 1,7,Poisson,0.5746724605560303,True,7,-97507.95025698093,195019.90051396185,195035.7074890669
D1_NB,D1,Dataset 1,7,NB,1.802980661392212,True,6,-46328.88064919574,92663.76129839147,92687.47176104908
D1_NB,D1,Dataset 1,7,ZIP,4.354294300079346,True,13,-70223.63225024444,140455.26450048888,140486.87845069903
D1_NB,D1,Dataset 1,7,ZINB,12.950008153915403,True,22,-45523.27005969193,91056.54011938386,91096.05755714656
D1_NB,D1,Dataset 1,7,P+NB,11.132294416427612,True,14,-44961.81502331911,89935.63004663822,89983.05097195345
D1_NB,D1,Dataset 1,7,Z+P+NB,27.48847484588623,True,20,-44353.1420827789,88722.2841655578,88785.51206597808
D1_NB,D1,Dataset 1,7,ZIP--ZINB,52.8198516368866,True,57,-44289.49755444932,88598.99510889864,88678.029984424
D1_NB,D1,Dataset 1,4,Poisson,0.8661537170410156,True,7,-101172.9899386612,202349.9798773224,202365.7868524275
D1_NB,D1,Dataset 1,4,NB,2.316455841064453,True,8,-46899.89088887305,93805.7817777461,93829.4922404037
D1_NB,D1,Dataset 1,4,ZIP,7.457836151123047,True,14,-73374.86791228547,146757.73582457093,146789.3497747811
D1_NB,D1,Dataset 1,4,ZINB,10.957709074020386,True,17,-46182.110259891146,92374.22051978228,92413.73795754496
D1_NB,D1,Dataset 1,4,P+NB,10.69490933418274,True,13,-45482.62989598699,90977.25979197398,91024.6807172892
D1_NB,D1,Dataset 1,4,Z+P+NB,29.645214557647705,True,24,-44946.02378574475,89908.0475714895,89971.27547190979
D1_NB,D1,Dataset 1,4,ZIP--ZINB,53.64366698265076,True,16,-44882.997593684806,89785.99518736961,89865.03006289498
D1_NB,D1,Dataset 1,6,Poisson,0.4528584480285644,True,7,-100322.95372890346,200649.90745780693,200665.714432912
D1_NB,D1,Dataset 1,6,NB,1.5179493427276611,True,7,-46932.60651561476,93871.21303122952,93894.92349388712
D1_NB,D1,Dataset 1,6,ZIP,4.5658345222473145,True,12,-72550.98128188132,145109.96256376265,145141.5765139728
D1_NB,D1,Dataset 1,6,ZINB,14.930270910263062,True,38,-46224.47535008262,92458.95070016524,92498.46813792792
D1_NB,D1,Dataset 1,6,P+NB,13.408058881759644,True,14,-45611.693718404174,91235.38743680836,91282.80836212356
D1_NB,D1,Dataset 1,6,Z+P+NB,28.756951332092285,True,20,-45056.592896303686,90129.18579260736,90192.41369302766
D1_NB,D1,Dataset 1,6,ZIP--ZINB,48.17652773857117,True,16,-44986.26448282224,89992.52896564448,90071.56384116985
D1_NB,D1,Dataset 1,12,Poisson,1.0434606075286863,True,6,-99891.14841796568,199786.2968359313,199802.1038110364
D1_NB,D1,Dataset 1,12,NB,2.288661241531372,True,7,-46737.82885931667,93481.65771863336,93505.36818129096
D1_NB,D1,Dataset 1,12,ZIP,4.768778324127197,True,12,-72106.98178579056,144221.96357158112,144253.57752179127
D1_NB,D1,Dataset 1,12,ZINB,13.594133853912354,True,18,-45988.3526263531,91986.7052527062,92026.22269046889
D1_NB,D1,Dataset 1,12,P+NB,10.997471570968628,True,17,-45413.43814750681,90838.87629501362,90886.29722032884
D1_NB,D1,Dataset 1,12,Z+P+NB,25.80992126464844,True,20,-44860.11351447914,89736.22702895828,89799.45492937857
D1_NB,D1,Dataset 1,12,ZIP--ZINB,49.58742690086365,True,16,-44772.38032762545,89564.7606552509,89643.79553077626
D1_NB,D1,Dataset 1,13,Poisson,0.5279867649078369,True,6,-98191.7860218716,196387.5720437432,196403.3790188483
D1_NB,D1,Dataset 1,13,NB,1.763744831085205,True,8,-46361.3456043028,92728.6912086056,92752.4016712632
D1_NB,D1,Dataset 1,13,ZIP,5.483009576797485,True,12,-70390.31879901521,140788.6375980304,140820.25154824057
D1_NB,D1,Dataset 1,13,ZINB,11.128823041915894,True,18,-45612.93567198742,91235.87134397484,91275.38878173752
D1_NB,D1,Dataset 1,13,P+NB,9.394338130950928,True,21,-45133.467668877725,90278.93533775544,90326.35626307067
D1_NB,D1,Dataset 1,13,Z+P+NB,28.791845560073853,True,20,-44574.943005648776,89165.88601129755,89229.11391171784
D1_NB,D1,Dataset 1,13,ZIP--ZINB,46.95257163047791,True,57,-44521.14288293907,89062.28576587814,89141.32064140351
D1_NB,D1,Dataset 1,8,Poisson,1.245093584060669,True,8,-97364.86312274508,194733.7262454901,194749.5332205952
D1_NB,D1,Dataset 1,8,NB,2.953840970993042,True,8,-46332.53336696418,92671.06673392835,92694.77719658596
D1_NB,D1,Dataset 1,8,ZIP,6.034129142761231,True,12,-69673.02126093136,139354.04252186272,139385.65647207288
D1_NB,D1,Dataset 1,8,ZINB,11.862914085388184,True,20,-45577.06211297645,91164.1242259529,91203.64166371558
D1_NB,D1,Dataset 1,8,P+NB,9.632710933685305,True,19,-44928.50595772856,89869.01191545711,89916.43284077234
D1_NB,D1,Dataset 1,8,Z+P+NB,27.960164070129395,True,25,-44391.701374181306,88799.40274836261,88862.6306487829
D1_NB,D1,Dataset 1,8,ZIP--ZINB,50.36942958831787,True,16,-44317.23139731282,88654.46279462564,88733.497670151
D1_NB,D1,Dataset 1,2,Poisson,0.5129320621490479,True,8,-96821.00097569068,193646.00195138133,193661.8089264864
D1_NB,D1,Dataset 1,2,NB,1.8848307132720947,True,9,-46369.350084016245,92744.70016803248,92768.4106306901
D1_NB,D1,Dataset 1,2,ZIP,4.518391370773315,True,13,-69364.40001755326,138736.8000351065,138768.41398531667
D1_NB,D1,Dataset 1,2,ZINB,13.52563190460205,True,15,-45600.17169231744,91210.34338463488,91249.86082239756
D1_NB,D1,Dataset 1,2,P+NB,11.410536289215088,True,21,-45097.99926663305,90207.9985332661,90255.41945858132
D1_NB,D1,Dataset 1,2,Z+P+NB,26.688152551651,True,29,-44539.526445823765,89095.05289164753,89158.28079206782
D1_NB,D1,Dataset 1,2,ZIP--ZINB,46.30552840232849,True,42,-44465.29105943992,88950.58211887984,89029.61699440521
D1_NB,D1,Dataset 1,1,Poisson,0.5144908428192139,True,8,-98898.73767744044,197801.47535488088,197817.282329986
D1_NB,D1,Dataset 1,1,NB,2.0635111331939697,True,10,-46865.89743533492,93737.79487066984,93761.50533332744
D1_NB,D1,Dataset 1,1,ZIP,7.199353694915772,True,12,-71407.29274485781,142822.58548971562,142854.19943992578
D1_NB,D1,Dataset 1,1,ZINB,12.486188650131226,True,16,-46113.45014335364,92236.90028670728,92276.41772446995
D1_NB,D1,Dataset 1,1,P+NB,11.610280752182009,True,15,-45516.74857956119,91045.49715912236,91092.9180844376
D1_NB,D1,Dataset 1,1,Z+P+NB,25.92053294181824,True,22,-44935.41610792794,89886.83221585589,89950.06011627617
D1_NB,D1,Dataset 1,1,ZIP--ZINB,50.27975273132324,True,47,-44874.18119613233,89768.36239226467,89847.39726779003
D1_NB,D1,Dataset 1,15,Poisson,0.7065088748931885,True,8,-99905.30572600642,199814.61145201285,199830.41842711795
D1_NB,D1,Dataset 1,15,NB,1.9318382740020752,True,11,-46800.15564208193,93606.31128416386,93630.02174682148
D1_NB,D1,Dataset 1,15,ZIP,5.10791802406311,True,14,-71859.10514097688,143726.21028195377,143757.82423216393
D1_NB,D1,Dataset 1,15,ZINB,12.367237091064451,True,18,-45990.54724748353,91991.09449496708,92030.61193272976
D1_NB,D1,Dataset 1,15,P+NB,12.869375944137571,True,14,-45500.04640095821,91012.09280191644,91059.51372723164
D1_NB,D1,Dataset 1,15,Z+P+NB,28.55628967285156,True,20,-44873.24459680337,89762.48919360674,89825.71709402703
D1_NB,D1,Dataset 1,15,ZIP--ZINB,54.79017877578735,True,15,-44807.47888853342,89634.95777706684,89713.9926525922
D1_NB,D1,Dataset 1,16,Poisson,0.7682502269744873,True,7,-99305.82721870608,198615.65443741216,198631.46141251724
D1_NB,D1,Dataset 1,16,NB,1.7367138862609863,True,7,-46785.04827755522,93576.09655511045,93599.80701776803
D1_NB,D1,Dataset 1,16,ZIP,5.198132276535034,True,12,-71744.368530226,143496.737060452,143528.35101066215
D1_NB,D1,Dataset 1,16,ZINB,12.923808574676514,True,19,-46083.548325473465,92177.09665094691,92216.6140887096
D1_NB,D1,Dataset 1,16,P+NB,9.755491018295288,True,17,-45421.3609273208,90854.7218546416,90902.14277995682
D1_NB,D1,Dataset 1,16,Z+P+NB,28.228283405303955,True,20,-44886.94620462829,89789.89240925659,89853.12030967687
D1_NB,D1,Dataset 1,16,ZIP--ZINB,53.67825794219971,True,47,-44805.682066602494,89631.36413320499,89710.39900873035
D1_NB,D1,Dataset 1,17,Poisson,0.830996036529541,True,8,-98547.47473430067,197098.94946860135,197114.7564437065
D1_NB,D1,Dataset 1,17,NB,2.702241897583008,True,9,-46966.52567908534,93939.05135817068,93962.76182082828
D1_NB,D1,Dataset 1,17,ZIP,6.098467588424683,True,11,-71499.37813085438,143006.75626170877,143038.37021191893
D1_NB,D1,Dataset 1,17,ZINB,16.779345512390137,True,20,-46193.50826973966,92397.01653947931,92436.533977242
D1_NB,D1,Dataset 1,17,P+NB,9.578068733215332,True,20,-45714.2126205106,91440.4252410212,91487.8461663364
D1_NB,D1,Dataset 1,17,Z+P+NB,27.8993558883667,True,20,-45123.67397558407,90263.34795116814,90326.57585158842
D1_NB,D1,Dataset 1,17,ZIP--ZINB,42.57152962684631,True,16,-45064.66574883481,90149.3314976696,90228.36637319498
D1_NB,D1,Dataset 1,18,Poisson,0.419879674911499,True,6,-98097.61180782638,196199.2236156528,196215.03059075784
D1_NB,D1,Dataset 1,18,NB,1.681969165802002,True,12,-46334.94753677012,92675.89507354025,92699.60553619784
D1_NB,D1,Dataset 1,18,ZIP,5.992897272109985,True,13,-70688.97769226828,141385.95538453656,141417.56933474672
D1_NB,D1,Dataset 1,18,ZINB,12.939239978790283,True,17,-45557.00251747294,91124.00503494588,91163.52247270856
D1_NB,D1,Dataset 1,18,P+NB,11.071425199508669,True,15,-45038.16240177108,90088.32480354216,90135.74572885738
D1_NB,D1,Dataset 1,18,Z+P+NB,27.904766082763672,True,20,-44451.46485543174,88918.92971086348,88982.15761128376
D1_NB,D1,Dataset 1,18,ZIP--ZINB,55.56328988075256,True,15,-44374.229003951245,88768.45800790249,88847.49288342785
D1_NB,D1,Dataset 1,19,Poisson,0.754831075668335,True,7,-98372.8901914716,196749.7803829432,196765.58735804827
D1_NB,D1,Dataset 1,19,NB,2.0974135398864746,True,10,-46498.03924497308,93002.07848994616,93025.78895260376
D1_NB,D1,Dataset 1,19,ZIP,3.086547613143921,True,11,-70851.91575047109,141711.83150094218,141743.44545115234
D1_NB,D1,Dataset 1,19,ZINB,12.581830739974976,True,15,-45763.85623523319,91537.71247046636,91577.22990822906
D1_NB,D1,Dataset 1,19,P+NB,11.288965940475464,True,18,-45158.29688230487,90328.59376460974,90376.01468992497
D1_NB,D1,Dataset 1,19,Z+P+NB,26.19976043701172,True,23,-44600.70743221448,89217.41486442895,89280.64276484924
D1_NB,D1,Dataset 1,19,ZIP--ZINB,47.41412425041199,True,34,-44533.07119145704,89086.14238291407,89165.17725843943
D1_P_plus_NB,D1,Dataset 1,8,Poisson,1.2257897853851318,True,8,-97364.86312274508,194733.7262454901,194749.5332205952
D1_P_plus_NB,D1,Dataset 1,8,NB,2.9590845108032227,True,8,-46332.53336696418,92671.06673392835,92694.77719658596
D1_P_plus_NB,D1,Dataset 1,8,ZIP,6.042836904525757,True,12,-69673.02126093136,139354.04252186272,139385.65647207288
D1_P_plus_NB,D1,Dataset 1,8,ZINB,11.845710515975952,True,20,-45577.06211297645,91164.1242259529,91203.64166371558
D1_P_plus_NB,D1,Dataset 1,8,P+NB,9.61661696434021,True,19,-44928.50595772856,89869.01191545711,89916.43284077234
D1_P_plus_NB,D1,Dataset 1,8,Z+P+NB,27.97673392295837,True,25,-44391.701374181306,88799.40274836261,88862.6306487829
D1_P_plus_NB,D1,Dataset 1,8,ZIP--ZINB,50.118821144104,True,16,-44317.23139731282,88654.46279462564,88733.497670151
D1_P_plus_NB,D1,Dataset 1,4,Poisson,0.8642125129699707,True,7,-101172.9899386612,202349.9798773224,202365.7868524275
D1_P_plus_NB,D1,Dataset 1,4,NB,2.3248038291931152,True,8,-46899.89088887305,93805.7817777461,93829.4922404037
D1_P_plus_NB,D1,Dataset 1,4,ZIP,7.465667724609375,True,14,-73374.86791228547,146757.73582457093,146789.3497747811
D1_P_plus_NB,D1,Dataset 1,4,ZINB,10.977065563201904,True,17,-46182.110259891146,92374.22051978228,92413.73795754496
D1_P_plus_NB,D1,Dataset 1,4,P+NB,10.693456411361694,True,13,-45482.62989598699,90977.25979197398,91024.6807172892
D1_P_plus_NB,D1,Dataset 1,4,Z+P+NB,29.636822938919067,True,24,-44946.02378574475,89908.0475714895,89971.27547190979
D1_P_plus_NB,D1,Dataset 1,4,ZIP--ZINB,53.614161014556885,True,16,-44882.997593684806,89785.99518736961,89865.03006289498
D1_P_plus_NB,D1,Dataset 1,13,Poisson,0.5135705471038818,True,6,-98191.7860218716,196387.5720437432,196403.3790188483
D1_P_plus_NB,D1,Dataset 1,13,NB,1.7584517002105713,True,8,-46361.3456043028,92728.6912086056,92752.4016712632
D1_P_plus_NB,D1,Dataset 1,13,ZIP,5.49576997756958,True,12,-70390.31879901521,140788.6375980304,140820.25154824057
D1_P_plus_NB,D1,Dataset 1,13,ZINB,11.149386644363403,True,18,-45612.93567198742,91235.87134397484,91275.38878173752
D1_P_plus_NB,D1,Dataset 1,13,P+NB,9.418894290924072,True,21,-45133.467668877725,90278.93533775544,90326.35626307067
D1_P_plus_NB,D1,Dataset 1,13,Z+P+NB,28.686240673065186,True,20,-44574.943005648776,89165.88601129755,89229.11391171784
D1_P_plus_NB,D1,Dataset 1,13,ZIP--ZINB,46.95697236061096,True,57,-44521.14288293907,89062.28576587814,89141.32064140351
D1_P_plus_NB,D1,Dataset 1,12,Poisson,0.9940192699432372,True,6,-99891.14841796568,199786.2968359313,199802.1038110364
D1_P_plus_NB,D1,Dataset 1,12,NB,2.291375160217285,True,7,-46737.82885931667,93481.65771863336,93505.36818129096
D1_P_plus_NB,D1,Dataset 1,12,ZIP,4.7643115520477295,True,12,-72106.98178579056,144221.96357158112,144253.57752179127
D1_P_plus_NB,D1,Dataset 1,12,ZINB,13.56847071647644,True,18,-45988.3526263531,91986.7052527062,92026.22269046889
D1_P_plus_NB,D1,Dataset 1,12,P+NB,11.021899461746216,True,17,-45413.43814750681,90838.87629501362,90886.29722032884
D1_P_plus_NB,D1,Dataset 1,12,Z+P+NB,25.504677057266235,True,20,-44860.11351447914,89736.22702895828,89799.45492937857
D1_P_plus_NB,D1,Dataset 1,12,ZIP--ZINB,49.50268626213074,True,16,-44772.38032762545,89564.7606552509,89643.79553077626
D1_P_plus_NB,D1,Dataset 1,10,Poisson,0.4725077152252197,True,7,-99572.12456081674,199148.24912163347,199164.05609673852
D1_P_plus_NB,D1,Dataset 1,10,NB,2.078924655914306,True,8,-46750.86979355232,93507.73958710465,93531.45004976224
D1_P_plus_NB,D1,Dataset 1,10,ZIP,3.2969250679016118,True,11,-72057.32408655476,144122.6481731095,144154.26212331967
D1_P_plus_NB,D1,Dataset 1,10,ZINB,15.7439067363739,True,25,-46018.15503793111,92046.31007586222,92085.8275136249
D1_P_plus_NB,D1,Dataset 1,10,P+NB,12.27021336555481,True,15,-45328.36922795925,90668.7384559185,90716.15938123372
D1_P_plus_NB,D1,Dataset 1,10,Z+P+NB,29.712531089782715,True,21,-44773.47054428619,89562.94108857238,89626.16898899266
D1_P_plus_NB,D1,Dataset 1,10,ZIP--ZINB,53.2561411857605,True,16,-44703.73270774567,89427.46541549134,89506.50029101671
D1_P_plus_NB,D1,Dataset 1,14,Poisson,0.822077751159668,True,6,-96429.26600550374,192862.53201100748,192878.33898611256
D1_P_plus_NB,D1,Dataset 1,14,NB,1.6013352870941162,True,8,-46660.24361125734,93326.48722251468,93350.19768517229
D1_P_plus_NB,D1,Dataset 1,14,ZIP,6.256458759307861,True,11,-69900.58059262723,139809.16118525446,139840.77513546462
D1_P_plus_NB,D1,Dataset 1,14,ZINB,10.094892263412476,True,15,-45914.7154201461,91839.4308402922,91878.94827805489
D1_P_plus_NB,D1,Dataset 1,14,P+NB,8.15664029121399,True,12,-45213.43056355107,90438.86112710214,90486.28205241736
D1_P_plus_NB,D1,Dataset 1,14,Z+P+NB,26.783865213394165,True,20,-44703.518402462025,89423.03680492405,89486.26470534434
D1_P_plus_NB,D1,Dataset 1,14,ZIP--ZINB,48.205596923828125,True,16,-44634.079745193376,89288.15949038675,89367.19436591212
D1_P_plus_NB,D1,Dataset 1,5,Poisson,0.8904869556427002,True,8,-97442.27059428128,194888.54118856255,194904.3481636677
D1_P_plus_NB,D1,Dataset 1,5,NB,2.9496266841888428,True,12,-46457.75446204189,92921.50892408378,92945.2193867414
D1_P_plus_NB,D1,Dataset 1,5,ZIP,6.058219909667969,True,11,-70555.35902962036,141118.71805924072,141150.33200945088
D1_P_plus_NB,D1,Dataset 1,5,ZINB,12.25426983833313,True,20,-45774.93133131175,91559.86266262348,91599.38010038616
D1_P_plus_NB,D1,Dataset 1,5,P+NB,11.518653631210327,True,19,-45136.32545100289,90284.6509020058,90332.071827321
D1_P_plus_NB,D1,Dataset 1,5,Z+P+NB,30.55548429489136,True,19,-44639.689459650894,89295.37891930179,89358.60681972207
D1_P_plus_NB,D1,Dataset 1,5,ZIP--ZINB,50.709821701049805,True,15,-44575.12120577272,89170.24241154543,89249.2772870708
D1_P_plus_NB,D1,Dataset 1,2,Poisson,0.4897241592407226,True,8,-96821.00097569068,193646.00195138133,193661.8089264864
D1_P_plus_NB,D1,Dataset 1,2,NB,1.883026361465454,True,9,-46369.350084016245,92744.70016803248,92768.4106306901
D1_P_plus_NB,D1,Dataset 1,2,ZIP,4.52035927772522,True,13,-69364.40001755326,138736.8000351065,138768.41398531667
D1_P_plus_NB,D1,Dataset 1,2,ZINB,13.467852354049684,True,15,-45600.17169231744,91210.34338463488,91249.86082239756
D1_P_plus_NB,D1,Dataset 1,2,P+NB,11.434686422348022,True,21,-45097.99926663305,90207.9985332661,90255.41945858132
D1_P_plus_NB,D1,Dataset 1,2,Z+P+NB,26.803653955459595,True,29,-44539.526445823765,89095.05289164753,89158.28079206782
D1_P_plus_NB,D1,Dataset 1,2,ZIP--ZINB,46.50668215751648,True,42,-44465.29105943992,88950.58211887984,89029.61699440521
D1_P_plus_NB,D1,Dataset 1,3,Poisson,0.6302318572998047,True,7,-98052.59855303472,196109.19710606945,196125.0040811745
D1_P_plus_NB,D1,Dataset 1,3,NB,3.2460217475891118,True,19,-46623.21687655056,93252.43375310113,93276.14421575872
D1_P_plus_NB,D1,Dataset 1,3,ZIP,5.368612766265869,True,12,-70916.0653989736,141840.1307979472,141871.74474815736
D1_P_plus_NB,D1,Dataset 1,3,ZINB,10.690471172332764,True,16,-45862.65910176948,91735.31820353896,91774.83564130164
D1_P_plus_NB,D1,Dataset 1,3,P+NB,12.789984464645386,True,17,-45297.52894019792,90607.05788039583,90654.47880571109
D1_P_plus_NB,D1,Dataset 1,3,Z+P+NB,30.61120867729187,True,23,-44732.07771606541,89480.15543213082,89543.38333255111
D1_P_plus_NB,D1,Dataset 1,3,ZIP--ZINB,50.73326468467712,True,15,-44672.02183259803,89364.04366519606,89443.07854072143
D1_P_plus_NB,D1,Dataset 1,9,Poisson,0.5324928760528564,True,7,-97644.33180283126,195292.66360566253,195308.4705807676
D1_P_plus_NB,D1,Dataset 1,9,NB,3.2351067066192627,True,10,-46524.99323436016,93055.98646872032,93079.69693137793
D1_P_plus_NB,D1,Dataset 1,9,ZIP,4.955820560455322,True,12,-70401.392313853,140810.784627706,140842.39857791614
D1_P_plus_NB,D1,Dataset 1,9,ZINB,14.151036500930786,True,16,-45766.116526232094,91542.2330524642,91581.75049022688
D1_P_plus_NB,D1,Dataset 1,9,P+NB,12.849161386489868,True,21,-45166.01452299574,90344.02904599148,90391.4499713067
D1_P_plus_NB,D1,Dataset 1,9,Z+P+NB,28.858078002929688,True,18,-44580.556394340296,89177.11278868059,89240.34068910088
D1_P_plus_NB,D1,Dataset 1,9,ZIP--ZINB,48.23428392410278,True,17,-44531.20603054263,89082.41206108526,89161.44693661062
D1_P_plus_NB,D1,Dataset 1,0,Poisson,0.661872386932373,True,7,-98221.77522869168,196447.55045738333,196463.3574324884
D1_P_plus_NB,D1,Dataset 1,0,NB,2.100454568862915,True,8,-46544.95974776881,93095.91949553762,93119.62995819522
D1_P_plus_NB,D1,Dataset 1,0,ZIP,5.356541633605957,True,11,-70612.18505783264,141232.37011566528,141263.98406587544
D1_P_plus_NB,D1,Dataset 1,0,ZINB,16.274293661117554,True,20,-45772.325200827305,91554.6504016546,91594.16783941728
D1_P_plus_NB,D1,Dataset 1,0,P+NB,11.821423292160034,True,20,-45170.04574967375,90352.0914993475,90399.51242466272
D1_P_plus_NB,D1,Dataset 1,0,Z+P+NB,29.55636191368103,True,22,-44572.78441437106,89161.56882874212,89224.79672916241
D1_P_plus_NB,D1,Dataset 1,0,ZIP--ZINB,46.6772243976593,True,36,-44504.78125954828,89029.56251909657,89108.59739462193
D1_P_plus_NB,D1,Dataset 1,7,Poisson,0.6215991973876953,True,7,-97507.95025698093,195019.90051396185,195035.7074890669
D1_P_plus_NB,D1,Dataset 1,7,NB,1.801539659500122,True,6,-46328.88064919574,92663.76129839147,92687.47176104908
D1_P_plus_NB,D1,Dataset 1,7,ZIP,4.318926811218262,True,13,-70223.63225024444,140455.26450048888,140486.87845069903
D1_P_plus_NB,D1,Dataset 1,7,ZINB,12.935631036758425,True,22,-45523.27005969193,91056.54011938386,91096.05755714656
