SourceFolder,Scenario,Dataset,Rep,Parameter,true,estimate
D1_NB,D1,Dataset 1,10,gamma_z[0],-2.0,-2.083547995430101
D1_NB,D1,Dataset 1,10,gamma_z[1],1.0,1.0242431225575612
D1_NB,D1,Dataset 1,10,beta_nb[0],4.0,4.069325670077586
D1_NB,D1,Dataset 1,10,beta_nb[1],3.5,3.5344775240961632
D1_NB,D1,Dataset 1,10,gamma_nb[0],1.0,0.7206233832845182
D1_NB,D1,Dataset 1,10,gamma_nb[1],-3.0,-2.502129076495718
D1_NB,D1,Dataset 1,11,beta_z[0],2.0,2.0322957932299874
D1_NB,D1,Dataset 1,11,beta_z[1],1.0,0.965855633464254
D1_NB,D1,Dataset 1,11,gamma_z[0],-2.0,-2.2163616646600515
D1_NB,D1,Dataset 1,11,gamma_z[1],1.0,1.095340082523603
D1_NB,D1,Dataset 1,11,beta_nb[0],4.0,4.277615003999596
D1_NB,D1,Dataset 1,11,beta_nb[1],3.5,3.283756032884054
D1_NB,D1,Dataset 1,11,gamma_nb[0],1.0,1.0544664792174192
D1_NB,D1,Dataset 1,11,gamma_nb[1],-3.0,-2.714131099886089
D1_NB,D1,Dataset 1,0,beta_z[0],2.0,1.9618234527692304
D1_NB,D1,Dataset 1,0,beta_z[1],1.0,0.9898773037701868
D1_NB,D1,Dataset 1,0,gamma_z[0],-2.0,-1.9964383673828916
D1_NB,D1,Dataset 1,0,gamma_z[1],1.0,0.9899433926094122
D1_NB,D1,Dataset 1,0,beta_nb[0],4.0,3.993728127626048
D1_NB,D1,Dataset 1,0,beta_nb[1],3.5,3.9109887910673073
D1_NB,D1,Dataset 1,0,gamma_nb[0],1.0,0.6795668172423539
D1_NB,D1,Dataset 1,0,gamma_nb[1],-3.0,-2.2719807511703918
D1_NB,D1,Dataset 1,7,beta_z[0],2.0,1.9540958910928916
D1_NB,D1,Dataset 1,7,beta_z[1],1.0,1.007190207021478
D1_NB,D1,Dataset 1,7,gamma_z[0],-2.0,-2.018537319797588
D1_NB,D1,Dataset 1,7,gamma_z[1],1.0,1.0127249148926465
D1_NB,D1,Dataset 1,7,beta_nb[0],4.0,4.234567419744995
D1_NB,D1,Dataset 1,7,beta_nb[1],3.5,3.5472276940629786
D1_NB,D1,Dataset 1,7,gamma_nb[0],1.0,1.2717857636188894
D1_NB,D1,Dataset 1,7,gamma_nb[1],-3.0,-3.3861642110593757
D1_NB,D1,Dataset 1,4,beta_z[0],2.0,1.921332182015716
D1_NB,D1,Dataset 1,4,beta_z[1],1.0,1.0990023887520248
D1_NB,D1,Dataset 1,4,gamma_z[0],-2.0,-2.255099973614118
D1_NB,D1,Dataset 1,4,gamma_z[1],1.0,1.087870425591655
D1_NB,D1,Dataset 1,4,beta_nb[0],4.0,3.8117637629858776
D1_NB,D1,Dataset 1,4,beta_nb[1],3.5,3.4453585978096384
D1_NB,D1,Dataset 1,4,gamma_nb[0],1.0,0.6541217568438982
D1_NB,D1,Dataset 1,4,gamma_nb[1],-3.0,-2.275409140584443
D1_NB,D1,Dataset 1,6,beta_z[0],2.0,1.9957424818735336
D1_NB,D1,Dataset 1,6,beta_z[1],1.0,0.9789500669820476
D1_NB,D1,Dataset 1,6,gamma_z[0],-2.0,-1.8825539878511377
D1_NB,D1,Dataset 1,6,gamma_z[1],1.0,0.943995646580205
D1_NB,D1,Dataset 1,6,beta_nb[0],4.0,3.581028314442827
D1_NB,D1,Dataset 1,6,beta_nb[1],3.5,3.779236859940749
D1_NB,D1,Dataset 1,6,gamma_nb[0],1.0,0.7829034322328824
D1_NB,D1,Dataset 1,6,gamma_nb[1],-3.0,-3.4660914733149646
D1_NB,D1,Dataset 1,12,beta_z[0],2.0,2.062745959139963
D1_NB,D1,Dataset 1,12,beta_z[1],1.0,0.973520691696604
D1_NB,D1,Dataset 1,12,gamma_z[0],-2.0,-2.381667300506361
D1_NB,D1,Dataset 1,12,gamma_z[1],1.0,1.1712106521098773
D1_NB,D1,Dataset 1,12,beta_nb[0],4.0,3.582505877377352
D1_NB,D1,Dataset 1,12,beta_nb[1],3.5,3.4461655868963312
D1_NB,D1,Dataset 1,12,gamma_nb[0],1.0,0.9423573653045472
D1_NB,D1,Dataset 1,12,gamma_nb[1],-3.0,-2.41172437079918
D1_NB,D1,Dataset 1,13,beta_z[0],2.0,2.056235124722135
D1_NB,D1,Dataset 1,13,beta_z[1],1.0,0.9640922847323488
D1_NB,D1,Dataset 1,13,gamma_z[0],-2.0,-2.018184416524809
D1_NB,D1,Dataset 1,13,gamma_z[1],1.0,1.0304250154765076
D1_NB,D1,Dataset 1,13,beta_nb[0],4.0,3.375345525812784
D1_NB,D1,Dataset 1,13,beta_nb[1],3.5,3.4601439545677515
D1_NB,D1,Dataset 1,13,gamma_nb[0],1.0,0.8574194092056266
D1_NB,D1,Dataset 1,13,gamma_nb[1],-3.0,-2.977035989501068
D1_NB,D1,Dataset 1,8,beta_z[0],2.0,1.9639802746050143
D1_NB,D1,Dataset 1,8,beta_z[1],1.0,1.0543379219623
D1_NB,D1,Dataset 1,8,gamma_z[0],-2.0,-1.9832241308676253
D1_NB,D1,Dataset 1,8,gamma_z[1],1.0,0.9952443251853176
D1_NB,D1,Dataset 1,8,beta_nb[0],4.0,4.5429795510088535
D1_NB,D1,Dataset 1,8,beta_nb[1],3.5,3.219015207317242
D1_NB,D1,Dataset 1,8,gamma_nb[0],1.0,1.0823785867493612
D1_NB,D1,Dataset 1,8,gamma_nb[1],-3.0,-2.792338740773352
D1_NB,D1,Dataset 1,2,beta_z[0],2.0,1.973214382820962
D1_NB,D1,Dataset 1,2,beta_z[1],1.0,1.006535593682049
D1_NB,D1,Dataset 1,2,gamma_z[0],-2.0,-2.134325786767647
D1_NB,D1,Dataset 1,2,gamma_z[1],1.0,1.0720996229227
D1_NB,D1,Dataset 1,2,beta_nb[0],4.0,4.370574395093062
D1_NB,D1,Dataset 1,2,beta_nb[1],3.5,3.204134039588832
D1_NB,D1,Dataset 1,2,gamma_nb[0],1.0,1.0667330572622058
D1_NB,D1,Dataset 1,2,gamma_nb[1],-3.0,-2.500719008450146
D1_NB,D1,Dataset 1,1,beta_z[0],2.0,1.9869582728799424
D1_NB,D1,Dataset 1,1,beta_z[1],1.0,0.9721275029986998
D1_NB,D1,Dataset 1,1,gamma_z[0],-2.0,-1.987520260861519
D1_NB,D1,Dataset 1,1,gamma_z[1],1.0,0.9775164767949012
D1_NB,D1,Dataset 1,1,beta_nb[0],4.0,4.417353189779731
D1_NB,D1,Dataset 1,1,beta_nb[1],3.5,3.761308149073833
D1_NB,D1,Dataset 1,1,gamma_nb[0],1.0,1.1593711608884143
D1_NB,D1,Dataset 1,1,gamma_nb[1],-3.0,-2.917494054981227
D1_NB,D1,Dataset 1,15,beta_z[0],2.0,2.007604904545949
D1_NB,D1,Dataset 1,15,beta_z[1],1.0,0.9872309918335286
D1_NB,D1,Dataset 1,15,gamma_z[0],-2.0,-2.237285327382251
D1_NB,D1,Dataset 1,15,gamma_z[1],1.0,1.117611046245196
D1_NB,D1,Dataset 1,15,beta_nb[0],4.0,3.529649845838017
D1_NB,D1,Dataset 1,15,beta_nb[1],3.5,3.653819703815103
D1_NB,D1,Dataset 1,15,gamma_nb[0],1.0,1.0779827388971128
D1_NB,D1,Dataset 1,15,gamma_nb[1],-3.0,-3.0969143791123037
D1_NB,D1,Dataset 1,16,beta_z[0],2.0,1.98768706874843
D1_NB,D1,Dataset 1,16,beta_z[1],1.0,1.0006549830316542
D1_NB,D1,Dataset 1,16,gamma_z[0],-2.0,-2.025450493171865
D1_NB,D1,Dataset 1,16,gamma_z[1],1.0,1.0073662360923583
D1_NB,D1,Dataset 1,16,beta_nb[0],4.0,4.37771532123557
D1_NB,D1,Dataset 1,16,beta_nb[1],3.5,3.3467711417390005
D1_NB,D1,Dataset 1,16,gamma_nb[0],1.0,0.837420655954982
D1_NB,D1,Dataset 1,16,gamma_nb[1],-3.0,-2.7245919279341586
D1_NB,D1,Dataset 1,17,beta_z[0],2.0,2.0065839998007577
D1_NB,D1,Dataset 1,17,beta_z[1],1.0,0.9921013284782226
D1_NB,D1,Dataset 1,17,gamma_z[0],-2.0,-2.044060690443812
D1_NB,D1,Dataset 1,17,gamma_z[1],1.0,1.023529232636038
D1_NB,D1,Dataset 1,17,beta_nb[0],4.0,3.9205135974545673
D1_NB,D1,Dataset 1,17,beta_nb[1],3.5,3.2835646348634744
D1_NB,D1,Dataset 1,17,gamma_nb[0],1.0,0.9932785646405816
D1_NB,D1,Dataset 1,17,gamma_nb[1],-3.0,-3.5739646407304178
D1_NB,D1,Dataset 1,18,beta_z[0],2.0,1.970765939924908
D1_NB,D1,Dataset 1,18,beta_z[1],1.0,1.00268634282615
D1_NB,D1,Dataset 1,18,gamma_z[0],-2.0,-2.2596784545935646
D1_NB,D1,Dataset 1,18,gamma_z[1],1.0,1.1307686902091263
D1_NB,D1,Dataset 1,18,beta_nb[0],4.0,3.617318401776101
D1_NB,D1,Dataset 1,18,beta_nb[1],3.5,3.321310217192029
D1_NB,D1,Dataset 1,18,gamma_nb[0],1.0,0.8510722392887838
D1_NB,D1,Dataset 1,18,gamma_nb[1],-3.0,-2.6620035659874746
D1_NB,D1,Dataset 1,19,beta_z[0],2.0,2.0325642448713386
D1_NB,D1,Dataset 1,19,beta_z[1],1.0,0.9666906443257688
D1_NB,D1,Dataset 1,19,gamma_z[0],-2.0,-1.9914721702585223
D1_NB,D1,Dataset 1,19,gamma_z[1],1.0,1.0034067112996927
D1_NB,D1,Dataset 1,19,beta_nb[0],4.0,4.437406587925225
D1_NB,D1,Dataset 1,19,beta_nb[1],3.5,3.322742485126359
D1_NB,D1,Dataset 1,19,gamma_nb[0],1.0,1.2567128808384715
D1_NB,D1,Dataset 1,19,gamma_nb[1],-3.0,-3.2455981422460893
D1_P_plus_NB,D1,Dataset 1,8,beta_z[0],2.0,1.9639802746050143
D1_P_plus_NB,D1,Dataset 1,8,beta_z[1],1.0,1.0543379219623
D1_P_plus_NB,D1,Dataset 1,8,gamma_z[0],-2.0,-1.9832241308676253
D1_P_plus_NB,D1,Dataset 1,8,gamma_z[1],1.0,0.9952443251853176
D1_P_plus_NB,D1,Dataset 1,8,beta_nb[0],4.0,4.5429795510088535
D1_P_plus_NB,D1,Dataset 1,8,beta_nb[1],3.5,3.219015207317242
D1_P_plus_NB,D1,Dataset 1,8,gamma_nb[0],1.0,1.0823785867493612
D1_P_plus_NB,D1,Dataset 1,8,gamma_nb[1],-3.0,-2.792338740773352
D1_P_plus_NB,D1,Dataset 1,4,beta_z[0],2.0,1.921332182015716
D1_P_plus_NB,D1,Dataset 1,4,beta_z[1],1.0,1.0990023887520248
D1_P_plus_NB,D1,Dataset 1,4,gamma_z[0],-2.0,-2.255099973614118
D1_P_plus_NB,D1,Dataset 1,4,gamma_z[1],1.0,1.087870425591655
D1_P_plus_NB,D1,Dataset 1,4,beta_nb[0],4.0,3.8117637629858776
D1_P_plus_NB,D1,Dataset 1,4,beta_nb[1],3.5,3.4453585978096384
D1_P_plus_NB,D1,Dataset 1,4,gamma_nb[0],1.0,0.6541217568438982
D1_P_plus_NB,D1,Dataset 1,4,gamma_nb[1],-3.0,-2.275409140584443
D1_P_plus_NB,D1,Dataset 1,13,beta_z[0],2.0,2.056235124722135
D1_P_plus_NB,D1,Dataset 1,13,beta_z[1],1.0,0.9640922847323488
D1_P_plus_NB,D1,Dataset 1,13,gamma_z[0],-2.0,-2.018184416524809
D1_P_plus_NB,D1,Dataset 1,13,gamma_z[1],1.0,1.0304250154765076
D1_P_plus_NB,D1,Dataset 1,13,beta_nb[0],4.0,3.375345525812784
D1_P_plus_NB,D1,Dataset 1,13,beta_nb[1],3.5,3.4601439545677515
D1_P_plus_NB,D1,Dataset 1,13,gamma_nb[0],1.0,0.8574194092056266
D1_P_plus_NB,D1,Dataset 1,13,gamma_nb[1],-3.0,-2.977035989501068
D1_P_plus_NB,D1,Dataset 1,12,beta_z[0],2.0,2.062745959139963
D1_P_plus_NB,D1,Dataset 1,12,beta_z[1],1.0,0.973520691696604
D1_P_plus_NB,D1,Dataset 1,12,gamma_z[0],-2.0,-2.381667300506361
D1_P_plus_NB,D1,Dataset 1,12,gamma_z[1],1.0,1.1712106521098773
D1_P_plus_NB,D1,Dataset 1,12,beta_nb[0],4.0,3.582505877377352
D1_P_plus_NB,D1,Dataset 1,12,beta_nb[1],3.5,3.4461655868963312
D1_P_plus_NB,D1,Dataset 1,12,gamma_nb[0],1.0,0.9423573653045472
D1_P_plus_NB,D1,Dataset 1,12,gamma_nb[1],-3.0,-2.41172437079918
D1_P_plus_NB,D1,Dataset 1,10,beta_z[0],2.0,1.9868157423886488
D1_P_plus_NB,D1,Dataset 1,10,beta_z[1],1.0,1.0159749176059256
D1_P_plus_NB,D1,Dataset 1,10,gamma_z[0],-2.0,-2.083547995430101
D1_P_plus_NB,D1,Dataset 1,10,gamma_z[1],1.0,1.0242431225575612
D1_P_plus_NB,D1,Dataset 1,10,beta_nb[0],4.0,4.069325670077586
D1_P_plus_NB,D1,Dataset 1,10,beta_nb[1],3.5,3.5344775240961632
D1_P_plus_NB,D1,Dataset 1,10,gamma_nb[0],1.0,0.7206233832845182
D1_P_plus_NB,D1,Dataset 1,10,gamma_nb[1],-3.0,-2.502129076495718
D1_P_plus_NB,D1,Dataset 1,14,beta_z[0],2.0,1.9586410009827464
D1_P_plus_NB,D1,Dataset 1,14,beta_z[1],1.0,1.0939737495459014
D1_P_plus_NB,D1,Dataset 1,14,gamma_z[0],-2.0,-2.0225916466367533
D1_P_plus_NB,D1,Dataset 1,14,gamma_z[1],1.0,0.9797836452992964
D1_P_plus_NB,D1,Dataset 1,14,beta_nb[0],4.0,4.309775265109077
D1_P_plus_NB,D1,Dataset 1,14,beta_nb[1],3.5,3.139701430703475
D1_P_plus_NB,D1,Dataset 1,14,gamma_nb[0],1.0,0.9445826015733872
D1_P_plus_NB,D1,Dataset 1,14,gamma_nb[1],-3.0,-2.754101307678845
D1_P_plus_NB,D1,Dataset 1,5,beta_z[0],2.0,2.0051762839328
D1_P_plus_NB,D1,Dataset 1,5,beta_z[1],1.0,1.002355579099521
D1_P_plus_NB,D1,Dataset 1,5,gamma_z[0],-2.0,-1.9576721479312265
D1_P_plus_NB,D1,Dataset 1,5,gamma_z[1],1.0,0.9676861888511328
D1_P_plus_NB,D1,Dataset 1,5,beta_nb[0],4.0,3.6969300198147472
D1_P_plus_NB,D1,Dataset 1,5,beta_nb[1],3.5,3.3051059988798306
D1_P_plus_NB,D1,Dataset 1,5,gamma_nb[0],1.0,0.84947934620306
D1_P_plus_NB,D1,Dataset 1,5,gamma_nb[1],-3.0,-3.135805924935476
D1_P_plus_NB,D1,Dataset 1,2,beta_z[0],2.0,1.973214382820962
D1_P_plus_NB,D1,Dataset 1,2,beta_z[1],1.0,1.006535593682049
D1_P_plus_NB,D1,Dataset 1,2,gamma_z[0],-2.0,-2.134325786767647
D1_P_plus_NB,D1,Dataset 1,2,gamma_z[1],1.0,1.0720996229227
D1_P_plus_NB,D1,Dataset 1,2,beta_nb[0],4.0,4.370574395093062
D1_P_plus_NB,D1,Dataset 1,2,beta_nb[1],3.5,3.204134039588832
D1_P_plus_NB,D1,Dataset 1,2,gamma_nb[0],1.0,1.0667330572622058
D1_P_plus_NB,D1,Dataset 1,2,gamma_nb[1],-3.0,-2.500719008450146
D1_P_plus_NB,D1,Dataset 1,3,beta_z[0],2.0,1.9292204358658696
D1_P_plus_NB,D1,Dataset 1,3,beta_z[1],1.0,1.073164667643995
D1_P_plus_NB,D1,Dataset 1,3,gamma_z[0],-2.0,-2.156652996731247
D1_P_plus_NB,D1,Dataset 1,3,gamma_z[1],1.0,1.0631367701519514
D1_P_plus_NB,D1,Dataset 1,3,beta_nb[0],4.0,4.196774837589733
D1_P_plus_NB,D1,Dataset 1,3,beta_nb[1],3.5,3.05975737814602
D1_P_plus_NB,D1,Dataset 1,3,gamma_nb[0],1.0,1.112813958144605
D1_P_plus_NB,D1,Dataset 1,3,gamma_nb[1],-3.0,-3.228224226138733
D1_P_plus_NB,D1,Dataset 1,9,beta_z[0],2.0,2.065994584901751
D1_P_plus_NB,D1,Dataset 1,9,beta_z[1],1.0,0.94761980502776
D1_P_plus_NB,D1,Dataset 1,9,gamma_z[0],-2.0,-1.770950664851719
D1_P_plus_NB,D1,Dataset 1,9,gamma_z[1],1.0,0.9016459662240032
D1_P_plus_NB,D1,Dataset 1,9,beta_nb[0],4.0,4.091969220674545
D1_P_plus_NB,D1,Dataset 1,9,beta_nb[1],3.5,3.484632596261502
D1_P_plus_NB,D1,Dataset 1,9,gamma_nb[0],1.0,1.0056562487677925
D1_P_plus_NB,D1,Dataset 1,9,gamma_nb[1],-3.0,-4.310639905048836
D1_P_plus_NB,D1,Dataset 1,0,beta_z[0],2.0,1.9618234527692304
D1_P_plus_NB,D1,Dataset 1,0,beta_z[1],1.0,0.9898773037701868
D1_P_plus_NB,D1,Dataset 1,0,gamma_z[0],-2.0,-1.9964383673828916
D1_P_plus_NB,D1,Dataset 1,0,gamma_z[1],1.0,0.9899433926094122
D1_P_plus_NB,D1,Dataset 1,0,beta_nb[0],4.0,3.993728127626048
D1_P_plus_NB,D1,Dataset 1,0,beta_nb[1],3.5,3.9109887910673073
D1_P_plus_NB,D1,Dataset 1,0,gamma_nb[0],1.0,0.6795668172423539
D1_P_plus_NB,D1,Dataset 1,0,gamma_nb[1],-3.0,-2.2719807511703918
D1_P_plus_NB,D1,Dataset 1,7,beta_z[0],2.0,1.9540958910928916
D1_P_plus_NB,D1,Dataset 1,7,beta_z[1],1.0,1.007190207021478
D1_P_plus_NB,D1,Dataset 1,7,gamma_z[0],-2.0,-2.018537319797588
D1_P_plus_NB,D1,Dataset 1,7,gamma_z[1],1.0,1.0127249148926465
D1_P_plus_NB,D1,Dataset 1,7,beta_nb[0],4.0,4.234567419744995
D1_P_plus_NB,D1,Dataset 1,7,beta_nb[1],3.5,3.5472276940629786
D1_P_plus_NB,D1,Dataset 1,7,gamma_nb[0],1.0,1.2717857636188894
D1_P_plus_NB,D1,Dataset 1,7,gamma_nb[1],-3.0,-3.3861642110593757
D1_P_plus_NB,D1,Dataset 1,11,beta_z[0],2.0,2.0322957932299874
D1_P_plus_NB,D1,Dataset 1,11,beta_z[1],1.0,0.965855633464254
D1_P_plus_NB,D1,Dataset 1,11,gamma_z[0],-2.0,-2.2163616646600515
D1_P_plus_NB,D1,Dataset 1,11,gamma_z[1],1.0,1.095340082523603
D1_P_plus_NB,D1,Dataset 1,11,beta_nb[0],4.0,4.277615003999596
D1_P_plus_NB,D1,Dataset 1,11,beta_nb[1],3.5,3.283756032884054
D1_P_plus_NB,D1,Dataset 1,11,gamma_nb[0],1.0,1.0544664792174192
D1_P_plus_NB,D1,Dataset 1,11,gamma_nb[1],-3.0,-2.714131099886089
D1_P_plus_NB,D1,Dataset 1,6,beta_z[0],2.0,1.9957424818735336
D1_P_plus_NB,D1,Dataset 1,6,beta_z[1],1.0,0.9789500669820476
D1_P_plus_NB,D1,Dataset 1,6,gamma_z[0],-2.0,-1.8825539878511377
D1_P_plus_NB,D1,Dataset 1,6,gamma_z[1],1.0,0.943995646580205
D1_P_plus_NB,D1,Dataset 1,6,beta_nb[0],4.0,3.581028314442827
D1_P_plus_NB,D1,Dataset 1,6,beta_nb[1],3.5,3.779236859940749
D1_P_plus_NB,D1,Dataset 1,6,gamma_nb[0],1.0,0.7829034322328824
D1_P_plus_NB,D1,Dataset 1,6,gamma_nb[1],-3.0,-3.4660914733149646
D1_P_plus_NB,D1,Dataset 1,1,beta_z[0],2.0,1.9869582728799424
D1_P_plus_NB,D1,Dataset 1,1,beta_z[1],1.0,0.9721275029986998
D1_P_plus_NB,D1,Dataset 1,1,gamma_z[0],-2.0,-1.987520260861519
D1_P_plus_NB,D1,Dataset 1,1,gamma_z[1],1.0,0.9775164767949012
D1_P_plus_NB,D1,Dataset 1,1,beta_nb[0],4.0,4.417353189779731
D1_P_plus_NB,D1,Dataset 1,1,beta_nb[1],3.5,3.761308149073833
D1_P_plus_NB,D1,Dataset 1,1,gamma_nb[0],1.0,1.1593711608884143
D1_P_plus_NB,D1,Dataset 1,1,gamma_nb[1],-3.0,-2.917494054981227
D1_P_plus_NB,D1,Dataset 1,18,beta_z[0],2.0,1.970765939924908
D1_P_plus_NB,D1,Dataset 1,18,beta_z[1],1.0,1.00268634282615
D1_P_plus_NB,D1,Dataset 1,18,gamma_z[0],-2.0,-2.2596784545935646
D1_P_plus_NB,D1,Dataset 1,18,gamma_z[1],1.0,1.1307686902091263
D1_P_plus_NB,D1,Dataset 1,18,beta_nb[0],4.0,3.617318401776101
D1_P_plus_NB,D1,Dataset 1,18,beta_nb[1],3.5,3.321310217192029
D1_P_plus_NB,D1,Dataset 1,18,gamma_nb[0],1.0,0.8510722392887838
D1_P_plus_NB,D1,Dataset 1,18,gamma_nb[1],-3.0,-2.6620035659874746
D1_P_plus_NB,D1,Dataset 1,16,beta_z[0],2.0,1.98768706874843
D1_P_plus_NB,D1,Dataset 1,16,beta_z[1],1.0,1.0006549830316542
D1_P_plus_NB,D1,Dataset 1,16,gamma_z[0],-2.0,-2.025450493171865
D1_P_plus_NB,D1,Dataset 1,16,gamma_z[1],1.0,1.0073662360923583
D1_P_plus_NB,D1,Dataset 1,16,beta_nb[0],4.0,4.37771532123557
D1_P_plus_NB,D1,Dataset 1,16,beta_nb[1],3.5,3.3467711417390005
D1_P_plus_NB,D1,Dataset 1,16,gamma_nb[0],1.0,0.837420655954982
D1_P_plus_NB,D1,Dataset 1,16,gamma_nb[1],-3.0,-2.7245919279341586
D1_P_plus_NB,D1,Dataset 1,15,beta_z[0],2.0,2.007604904545949
D1_P_plus_NB,D1,Dataset 1,15,beta_z[1],1.0,0.9872309918335286
D1_P_plus_NB,D1,Dataset 1,15,gamma_z[0],-2.0,-2.237285327382251
D1_P_plus_NB,D1,Dataset 1,15,gamma_z[1],1.0,1.117611046245196
D1_P_plus_NB,D1,Dataset 1,15,beta_nb[0],4.0,3.529649845838017
D1_P_plus_NB,D1,Dataset 1,15,beta_nb[1],3.5,3.653819703815103
D1_P_plus_NB,D1,Dataset 1,15,gamma_nb[0],1.0,1.0779827388971128
D1_P_plus_NB,D1,Dataset 1,15,gamma_nb[1],-3.0,-3.0969143791123037
D1_P_plus_NB,D1,Dataset 1,19,beta_z[0],2.0,2.0325642448713386
D1_P_plus_NB,D1,Dataset 1,19,beta_z[1],1.0,0.9666906443257688
D1_P_plus_NB,D1,Dataset 1,19,gamma_z[0],-2.0,-1.9914721702585223
D1_P_plus_NB,D1,Dataset 1,19,gamma_z[1],1.0,1.0034067112996927
D1_P_plus_NB,D1,Dataset 1,19,beta_nb[0],4.0,4.437406587925225
D1_P_plus_NB,D1,Dataset 1,19,beta_nb[1],3.5,3.322742485126359
D1_P_plus_NB,D1,Dataset 1,19,gamma_nb[0],1.0,1.2567128808384715
D1_P_plus_NB,D1,Dataset 1,19,gamma_nb[1],-3.0,-3.2455981422460893
D1_P_plus_NB,D1,Dataset 1,17,beta_z[0],2.0,2.0065839998007577
D1_P_plus_NB,D1,Dataset 1,17,beta_z[1],1.0,0.9921013284782226
D1_P_plus_NB,D1,Dataset 1,17,gamma_z[0],-2.0,-2.044060690443812
D1_P_plus_NB,D1,Dataset 1,17,gamma_z[1],1.0,1.023529232636038
D1_P_plus_NB,D1,Dataset 1,17,beta_nb[0],4.0,3.9205135974545673
D1_P_plus_NB,D1,Dataset 1,17,beta_nb[1],3.5,3.2835646348634744
D1_P_plus_NB,D1,Dataset 1,17,gamma_nb[0],1.0,0.9932785646405816
D1_P_plus_NB,D1,Dataset 1,17,gamma_nb[1],-3.0,-3.5739646407304178
D1_Poisson,D1,Dataset 1,0,beta_z[0],2.0,1.9618234527692304
D1_Poisson,D1,Dataset 1,0,beta_z[1],1.0,0.9898773037701868
D1_Poisson,D1,Dataset 1,0,gamma_z[0],-2.0,-1.9964383673828916
D1_Poisson,D1,Dataset 1,0,gamma_z[1],1.0,0.9899433926094122
D1_Poisson,D1,Dataset 1,0,beta_nb[0],4.0,3.993728127626048
D1_Poisson,D1,Dataset 1,0,beta_nb[1],3.5,3.9109887910673073
D1_Poisson,D1,Dataset 1,0,gamma_nb[0],1.0,0.6795668172423539
D1_Poisson,D1,Dataset 1,0,gamma_nb[1],-3.0,-2.2719807511703918
D1_Poisson,D1,Dataset 1,13,beta_z[0],2.0,2.056235124722135
D1_Poisson,D1,Dataset 1,13,beta_z[1],1.0,0.9640922847323488
D1_Poisson,D1,Dataset 1,13,gamma_z[0],-2.0,-2.018184416524809
D1_Poisson,D1,Dataset 1,13,gamma_z[1],1.0,1.0304250154765076
D1_Poisson,D1,Dataset 1,13,beta_nb[0],4.0,3.375345525812784
D1_Poisson,D1,Dataset 1,13,beta_nb[1],3.5,3.4601439545677515
D1_Poisson,D1,Dataset 1,13,gamma_nb[0],1.0,0.8574194092056266
