Scenario,Dataset,Rep,RestrictedModel,FullModel,RestrictedLogLik,FullLogLik,LRT,df,boundary_dim,p_value,reject,method
D3,Dataset 3,6,NB,ZIP--ZINB,-33221.91072658813,-29073.11839653926,8297.584660097746,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,6,P+NB,ZIP--ZINB,-32485.88749502009,-29073.11839653926,6825.538196961665,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,6,ZIP,ZIP--ZINB,-43248.47053264278,-29073.11839653926,28350.70427220704,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,6,ZINB,ZIP--ZINB,-29652.880700542184,-29073.11839653926,1159.5246080058496,nan,1,1.909092166970611e-254,True,chi-bar² heuristic; k=1
D3,Dataset 3,6,Z+P+NB,ZIP--ZINB,-29087.75027183445,-29073.11839653926,29.263750590384007,2,0,4.42035653014967e-07,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,4,Poisson,ZIP--ZINB,-73944.61646831021,-29092.924175486136,89703.38458564815,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,4,NB,ZIP--ZINB,-33182.36341412659,-29092.924175486136,8178.878477280901,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,4,P+NB,ZIP--ZINB,-32400.967984759947,-29092.924175486136,6616.087618547623,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,4,ZIP,ZIP--ZINB,-42918.06104681498,-29092.924175486136,27650.273742657693,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,4,ZINB,ZIP--ZINB,-29711.30631446123,-29092.924175486136,1236.7642779501912,nan,1,3.122234283782389e-271,True,chi-bar² heuristic; k=1
D3,Dataset 3,4,Z+P+NB,ZIP--ZINB,-29104.974017836557,-29092.924175486136,24.099684700842772,2,0,5.84547704522341e-06,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,8,Poisson,ZIP--ZINB,-72033.47016022366,-29125.29583847476,85816.3486434978,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,8,NB,ZIP--ZINB,-33177.58280166739,-29125.29583847476,8104.573926385259,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,8,P+NB,ZIP--ZINB,-32459.766632987885,-29125.29583847476,6668.941589026246,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,8,ZIP,ZIP--ZINB,-41934.84067457379,-29125.29583847476,25619.089672198053,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,8,ZINB,ZIP--ZINB,-29690.99214967585,-29125.29583847476,1131.392622402178,nan,1,2.4827557314078087e-248,True,chi-bar² heuristic; k=1
D3,Dataset 3,8,Z+P+NB,ZIP--ZINB,-29148.027355821287,-29125.29583847476,45.46303469304985,2,0,1.3422315751882077e-10,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,7,Poisson,ZIP--ZINB,-73642.631516077,-29041.73720662699,89201.78861890003,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,7,NB,ZIP--ZINB,-33126.62229244152,-29041.73720662699,8169.770171629061,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,7,P+NB,ZIP--ZINB,-32431.101301038714,-29041.73720662699,6778.72818882345,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,7,ZIP,ZIP--ZINB,-42646.81161722969,-29041.73720662699,27210.148821205396,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,7,ZINB,ZIP--ZINB,-29611.231096279087,-29041.73720662699,1138.987779304196,nan,1,5.5490203153668067e-250,True,chi-bar² heuristic; k=1
D3,Dataset 3,7,Z+P+NB,ZIP--ZINB,-29061.033330954167,-29041.73720662699,38.59224865435681,2,0,4.16677147685095e-09,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,9,Poisson,ZIP--ZINB,-74932.59879570427,-29143.1792203137,91578.83915078113,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,9,NB,ZIP--ZINB,-33150.68746776995,-29143.1792203137,8015.016494912503,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,9,P+NB,ZIP--ZINB,-32488.70608414187,-29143.1792203137,6691.053727656341,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,9,ZIP,ZIP--ZINB,-43597.85575063797,-29143.1792203137,28909.353060648544,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,9,ZINB,ZIP--ZINB,-29676.00351545491,-29143.1792203137,1065.6485902824206,nan,1,4.831091535976952e-234,True,chi-bar² heuristic; k=1
D3,Dataset 3,9,Z+P+NB,ZIP--ZINB,-29161.963842351885,-29143.1792203137,37.569244076366886,2,0,6.949319900622642e-09,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,12,Poisson,ZIP--ZINB,-74738.58227965918,-29367.70188143419,90741.76079644999,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,12,NB,ZIP--ZINB,-33477.00067444721,-29367.70188143419,8218.597586026044,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,12,P+NB,ZIP--ZINB,-32749.79323147911,-29367.70188143419,6764.182700089841,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,12,ZIP,ZIP--ZINB,-43616.318538001775,-29367.70188143419,28497.23331313517,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,12,ZINB,ZIP--ZINB,-29944.242347407668,-29367.70188143419,1153.0809319469554,nan,1,4.800222620560949e-253,True,chi-bar² heuristic; k=1
D3,Dataset 3,12,Z+P+NB,ZIP--ZINB,-29382.089236700263,-29367.70188143419,28.774710532146855,2,0,5.644831709722651e-07,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,11,Poisson,ZIP--ZINB,-76063.77969947219,-29312.758709245732,93502.04198045291,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,11,NB,ZIP--ZINB,-33313.790270828045,-29312.758709245732,8002.063123164626,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,11,P+NB,ZIP--ZINB,-32624.692526644743,-29312.758709245732,6623.867634798022,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,11,ZIP,ZIP--ZINB,-43663.425403611036,-29312.758709245732,28701.333388730607,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,11,ZINB,ZIP--ZINB,-29857.697923306594,-29312.758709245732,1089.8784281217231,nan,1,2.6165547607046416e-239,True,chi-bar² heuristic; k=1
D3,Dataset 3,11,Z+P+NB,ZIP--ZINB,-29324.82847680829,-29312.758709245732,24.13953512511216,2,0,5.7301573747863705e-06,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,13,Poisson,ZIP--ZINB,-71260.6158276135,-28953.6888077188,84613.85403978938,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,13,NB,ZIP--ZINB,-32959.34494093936,-28953.6888077188,8011.312266441113,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,13,P+NB,ZIP--ZINB,-32225.99973676943,-28953.6888077188,6544.621858101258,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,13,ZIP,ZIP--ZINB,-41145.0499131654,-28953.6888077188,24382.722210893196,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,13,ZINB,ZIP--ZINB,-29497.64501942178,-28953.6888077188,1087.9124234059564,nan,1,6.998962578732138e-239,True,chi-bar² heuristic; k=1
D3,Dataset 3,13,Z+P+NB,ZIP--ZINB,-28968.110022121953,-28953.6888077188,28.84242880630336,2,0,5.456902100129272e-07,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,10,Poisson,ZIP--ZINB,-72526.29307037398,-29216.407713292458,86619.77071416305,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,10,NB,ZIP--ZINB,-33310.314600268706,-29216.407713292458,8187.813773952497,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,10,P+NB,ZIP--ZINB,-32624.94051704513,-29216.407713292458,6817.065607505341,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,10,ZIP,ZIP--ZINB,-42137.79958402641,-29216.407713292458,25842.78374146791,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,10,ZINB,ZIP--ZINB,-29755.29648783344,-29216.407713292458,1077.7775490819622,nan,1,1.1164064409858572e-236,True,chi-bar² heuristic; k=1
D3,Dataset 3,10,Z+P+NB,ZIP--ZINB,-29250.231284602472,-29216.407713292458,67.64714262002963,2,0,2.0446059570634273e-15,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,14,Poisson,ZIP--ZINB,-72813.64806635595,-29184.693149054692,87257.90983460251,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,14,NB,ZIP--ZINB,-33213.17461675364,-29184.693149054692,8056.962935397896,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,14,P+NB,ZIP--ZINB,-32499.740243846456,-29184.693149054692,6630.094189583528,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,14,ZIP,ZIP--ZINB,-42644.225769030774,-29184.693149054692,26919.065239952164,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,14,ZINB,ZIP--ZINB,-29769.264800344645,-29184.693149054692,1169.1433025799051,nan,1,1.550112033011594e-256,True,chi-bar² heuristic; k=1
D3,Dataset 3,14,Z+P+NB,ZIP--ZINB,-29206.47983820044,-29184.693149054692,43.57337829149765,2,0,3.452718128556721e-10,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,15,Poisson,ZIP--ZINB,-73427.77765670032,-29261.43801418657,88332.6792850275,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,15,NB,ZIP--ZINB,-33240.9276456867,-29261.43801418657,7958.979263000263,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,15,P+NB,ZIP--ZINB,-32596.84530487546,-29261.43801418657,6670.814581377781,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,15,ZIP,ZIP--ZINB,-42898.785842128615,-29261.43801418657,27274.69565588409,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,15,ZINB,ZIP--ZINB,-29764.470407119188,-29261.43801418657,1006.0647858652374,nan,1,4.314932571952805e-221,True,chi-bar² heuristic; k=1
D3,Dataset 3,15,Z+P+NB,ZIP--ZINB,-29277.254850248915,-29261.43801418657,31.633672124691657,2,0,1.3515601456265754e-07,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,16,Poisson,ZIP--ZINB,-71734.6550701267,-28738.598308944864,85992.11352236367,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,16,NB,ZIP--ZINB,-32756.039800340957,-28738.598308944864,8034.882982792187,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,16,P+NB,ZIP--ZINB,-32062.67061250726,-28738.598308944864,6648.144607124792,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,16,ZIP,ZIP--ZINB,-41838.07448191043,-28738.598308944864,26198.95234593113,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,16,ZINB,ZIP--ZINB,-29289.61919883129,-28738.598308944864,1102.0417797728514,nan,1,5.944097894763505e-242,True,chi-bar² heuristic; k=1
D3,Dataset 3,16,Z+P+NB,ZIP--ZINB,-28752.332276216515,-28738.598308944864,27.467934543303272,2,0,1.0849601804931402e-06,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,18,Poisson,ZIP--ZINB,-73978.66047077774,-29073.708373461963,89809.90419463156,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,18,NB,ZIP--ZINB,-33060.436970942596,-29073.708373461963,7973.4571949612655,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,18,P+NB,ZIP--ZINB,-32421.42054717033,-29073.708373461963,6695.424347416738,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,18,ZIP,ZIP--ZINB,-42721.26518576323,-29073.708373461963,27295.113624602534,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,18,ZINB,ZIP--ZINB,-29575.355199550024,-29073.708373461963,1003.2936521761221,nan,1,1.7270933176897632e-220,True,chi-bar² heuristic; k=1
D3,Dataset 3,18,Z+P+NB,ZIP--ZINB,-29089.250146467904,-29073.708373461963,31.0835460118833,2,0,1.7794825948820315e-07,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,17,Poisson,ZIP--ZINB,-74321.96100281278,-29301.321057396788,90041.27989083198,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,17,NB,ZIP--ZINB,-33482.16760315478,-29301.321057396788,8361.69309151599,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,17,P+NB,ZIP--ZINB,-32741.65174544818,-29301.321057396788,6880.661376102784,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,17,ZIP,ZIP--ZINB,-42657.6357296695,-29301.321057396788,26712.62934454542,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,17,ZINB,ZIP--ZINB,-29840.728619249014,-29301.321057396788,1078.8151237044513,nan,1,6.642128999084436e-237,True,chi-bar² heuristic; k=1
D3,Dataset 3,17,Z+P+NB,ZIP--ZINB,-29318.814571326642,-29301.321057396788,34.98702785970818,2,0,2.5273386045278128e-08,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,20,Poisson,ZIP--ZINB,-73458.04307014952,-29431.641947862146,88052.80224457475,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,20,NB,ZIP--ZINB,-33533.38436359512,-29431.641947862146,8203.484831465947,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,20,P+NB,ZIP--ZINB,-32816.317866845784,-29431.641947862146,6769.351837967275,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,20,ZIP,ZIP--ZINB,-42642.23066107798,-29431.641947862146,26421.177426431663,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,20,ZINB,ZIP--ZINB,-30009.002799157082,-29431.641947862146,1154.7217025898717,nan,1,2.1118561123485086e-253,True,chi-bar² heuristic; k=1
D3,Dataset 3,20,Z+P+NB,ZIP--ZINB,-29454.301564184283,-29431.641947862146,45.31923264427314,2,0,1.4422935762936007e-10,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,19,Poisson,ZIP--ZINB,-73830.92875536937,-29677.080325202296,88307.69686033415,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,19,NB,ZIP--ZINB,-33579.0161519354,-29677.080325202296,7803.871653466209,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,19,P+NB,ZIP--ZINB,-32902.02073883717,-29677.080325202296,6449.88082726975,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,19,ZIP,ZIP--ZINB,-43640.086591215746,-29677.080325202296,27926.0125320269,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,19,ZINB,ZIP--ZINB,-30185.49710304367,-29677.080325202296,1016.8335556827515,nan,1,1.969055456245382e-223,True,chi-bar² heuristic; k=1
D3,Dataset 3,19,Z+P+NB,ZIP--ZINB,-29683.79517935593,-29677.080325202296,13.429708307266992,2,0,0.0012127628760842655,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,21,Poisson,ZIP--ZINB,-74592.72373170391,-29431.27691081231,90322.8936417832,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,21,NB,ZIP--ZINB,-33576.536747043036,-29431.27691081231,8290.51967246145,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,21,P+NB,ZIP--ZINB,-32869.66007376186,-29431.27691081231,6876.766325899094,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,21,ZIP,ZIP--ZINB,-43143.579966044344,-29431.27691081231,27424.60611046407,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,21,ZINB,ZIP--ZINB,-29999.871368710625,-29431.27691081231,1137.1889157966289,nan,1,1.3651399776192926e-249,True,chi-bar² heuristic; k=1
D3,Dataset 3,21,Z+P+NB,ZIP--ZINB,-29467.9838670969,-29431.27691081231,73.41391256917996,2,0,1.1438562200845894e-16,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,22,Poisson,ZIP--ZINB,-72371.125098599,-28864.598704587,87013.05278802401,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,22,NB,ZIP--ZINB,-32930.22337008773,-28864.598704587,8131.249331001469,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,22,P+NB,ZIP--ZINB,-32260.417168640106,-28864.598704587,6791.636928106214,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,22,ZIP,ZIP--ZINB,-41731.89740269042,-28864.598704587,25734.59739620684,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,22,ZINB,ZIP--ZINB,-29392.607799070895,-28864.598704587,1056.0181889677915,nan,1,5.987257682004284e-232,True,chi-bar² heuristic; k=1
D3,Dataset 3,22,Z+P+NB,ZIP--ZINB,-28881.418571526192,-28864.598704587,33.63973387838632,2,0,4.95706486634225e-08,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,23,Poisson,ZIP--ZINB,-72890.96228338798,-28819.974358489875,88141.97584979622,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,23,NB,ZIP--ZINB,-32793.645245027554,-28819.974358489875,7947.341773075357,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,23,P+NB,ZIP--ZINB,-32149.71191304025,-28819.974358489875,6659.475109100749,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,23,ZIP,ZIP--ZINB,-42167.35691483624,-28819.974358489875,26694.765112692723,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,23,ZINB,ZIP--ZINB,-29342.273985847416,-28819.974358489875,1044.5992547150818,nan,1,1.816244811236607e-229,True,chi-bar² heuristic; k=1
D3,Dataset 3,23,Z+P+NB,ZIP--ZINB,-28846.359395048883,-28819.974358489875,52.770073118015716,2,0,3.476355785129898e-12,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,24,Poisson,ZIP--ZINB,-73492.64839207268,-29155.133679533996,88675.02942507736,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,24,NB,ZIP--ZINB,-33166.2958778912,-29155.133679533996,8022.324396714408,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,24,P+NB,ZIP--ZINB,-32485.555263023103,-29155.133679533996,6660.843166978215,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,24,ZIP,ZIP--ZINB,-42831.86785233687,-29155.133679533996,27353.468345605754,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,24,ZINB,ZIP--ZINB,-29701.47160496907,-29155.133679533996,1092.675850870146,nan,1,6.452404243953824e-240,True,chi-bar² heuristic; k=1
D3,Dataset 3,24,Z+P+NB,ZIP--ZINB,-29172.29086700798,-29155.133679533996,34.31437494797137,2,0,3.5377582716807356e-08,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,25,Poisson,ZIP--ZINB,-73625.43577936599,-29249.7942147737,88751.28312918457,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,25,NB,ZIP--ZINB,-33354.552230374706,-29249.7942147737,8209.516031202009,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,25,P+NB,ZIP--ZINB,-32598.270079070317,-29249.7942147737,6696.951728593231,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,25,ZIP,ZIP--ZINB,-42969.74282120648,-29249.7942147737,27439.89721286555,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,25,ZINB,ZIP--ZINB,-29829.15634936635,-29249.7942147737,1158.7242691852953,nan,1,2.8494952552865665e-254,True,chi-bar² heuristic; k=1
D3,Dataset 3,25,Z+P+NB,ZIP--ZINB,-29272.697308115192,-29249.7942147737,45.806186682981206,2,0,1.1306103147265723e-10,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,27,Poisson,ZIP--ZINB,-75265.162216785,-29715.542502516066,91099.23942853787,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,27,NB,ZIP--ZINB,-33677.85194559129,-29715.542502516066,7924.618886150449,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,27,P+NB,ZIP--ZINB,-32984.03321783757,-29715.542502516066,6536.981430643005,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,27,ZIP,ZIP--ZINB,-43839.54745166416,-29715.542502516066,28248.009898296194,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,27,ZINB,ZIP--ZINB,-30278.251728004303,-29715.542502516066,1125.4184509764746,nan,1,4.935787595611299e-247,True,chi-bar² heuristic; k=1
D3,Dataset 3,27,Z+P+NB,ZIP--ZINB,-29729.76060887712,-29715.542502516066,28.436212722110213,2,0,6.685822836086149e-07,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,29,Poisson,ZIP--ZINB,-75436.24955627201,-29384.69395911527,92103.11119431349,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,29,NB,ZIP--ZINB,-33548.42838189104,-29384.69395911527,8327.468845551542,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,29,P+NB,ZIP--ZINB,-32806.803730433014,-29384.69395911527,6844.219542635488,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,29,ZIP,ZIP--ZINB,-43697.76660920654,-29384.69395911527,28626.145300182543,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,29,ZINB,ZIP--ZINB,-29967.568261502223,-29384.69395911527,1165.7486047739076,nan,1,8.475058288194936e-256,True,chi-bar² heuristic; k=1
D3,Dataset 3,29,Z+P+NB,ZIP--ZINB,-29396.756585309624,-29384.69395911527,24.12525238870876,2,0,5.771225003447801e-06,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,26,Poisson,ZIP--ZINB,-73825.6625965756,-29113.744955402442,89423.8352823463,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,26,NB,ZIP--ZINB,-33239.67516768895,-29113.744955402442,8251.86042457301,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,26,P+NB,ZIP--ZINB,-32528.0337083742,-29113.744955402442,6828.577505943518,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,26,ZIP,ZIP--ZINB,-42633.6978081161,-29113.744955402442,27039.905705427314,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,26,ZINB,ZIP--ZINB,-29700.39019834028,-29113.744955402442,1173.2904858756738,nan,1,1.9455665155065844e-257,True,chi-bar² heuristic; k=1
D3,Dataset 3,26,Z+P+NB,ZIP--ZINB,-29133.440962946952,-29113.744955402442,39.39201508901897,2,0,2.793396649451095e-09,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,30,Poisson,ZIP--ZINB,-74452.74698174938,-29371.262938195934,90162.9680871069,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,30,NB,ZIP--ZINB,-33487.430378150966,-29371.262938195934,8232.334879910064,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,30,P+NB,ZIP--ZINB,-32760.172318575394,-29371.262938195934,6777.818760758921,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,30,ZIP,ZIP--ZINB,-43236.45448752278,-29371.262938195934,27730.383098653692,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,30,ZINB,ZIP--ZINB,-29933.23612947067,-29371.262938195934,1123.946382549475,nan,1,1.0310881009659329e-246,True,chi-bar² heuristic; k=1
D3,Dataset 3,30,Z+P+NB,ZIP--ZINB,-29387.15265870183,-29371.262938195934,31.779441011793097,2,0,1.2565566280372388e-07,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,28,Poisson,ZIP--ZINB,-70135.63021878514,-28807.51597356461,82656.22849044106,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,28,NB,ZIP--ZINB,-32792.88872183821,-28807.51597356461,7970.745496547199,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,28,P+NB,ZIP--ZINB,-32125.986956475863,-28807.51597356461,6636.941965822509,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,28,ZIP,ZIP--ZINB,-40760.68423538277,-28807.51597356461,23906.336523636317,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,28,ZINB,ZIP--ZINB,-29322.526622332593,-28807.51597356461,1030.0212975359682,nan,1,2.677832845940598e-226,True,chi-bar² heuristic; k=1
D3,Dataset 3,28,Z+P+NB,ZIP--ZINB,-28827.126879867646,-28807.51597356461,39.22181260607613,2,0,3.0415265193486728e-09,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,31,Poisson,ZIP--ZINB,-74982.89083480217,-29347.204681738713,91271.3723061269,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,31,NB,ZIP--ZINB,-33427.76154209489,-29347.204681738713,8161.113720712361,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,31,P+NB,ZIP--ZINB,-32760.199424146216,-29347.204681738713,6825.989484815007,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,31,ZIP,ZIP--ZINB,-43234.2055731614,-29347.204681738713,27774.00178284538,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,31,ZINB,ZIP--ZINB,-29874.506740354354,-29347.204681738713,1054.6041172312835,nan,1,1.2150108192175653e-231,True,chi-bar² heuristic; k=1
D3,Dataset 3,31,Z+P+NB,ZIP--ZINB,-29371.677919713773,-29347.204681738713,48.94647595012066,2,0,2.351840111389338e-11,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,33,Poisson,ZIP--ZINB,-74084.27613253608,-28993.25633132786,90182.03960241644,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,33,NB,ZIP--ZINB,-33114.94741014476,-28993.25633132786,8243.382157633809,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,33,P+NB,ZIP--ZINB,-32336.137143689666,-28993.25633132786,6685.761624723615,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,33,ZIP,ZIP--ZINB,-43146.19734293026,-28993.25633132786,28305.882023204802,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,33,ZINB,ZIP--ZINB,-29596.491166573527,-28993.25633132786,1206.4696704913367,nan,1,1.1973810870291151e-264,True,chi-bar² heuristic; k=1
